ic_date,ic_month,ic_year,ic_isoweek,ic_isodow,ic_isoyear,ic_call_grouping,ic_calls,ic_first_contacts,ic_second_contacts
2016-12-12,12,2016,50,1,2016,DTCSales_Product,1,0,0
2016-12-12,12,2016,50,1,2016,DTCSales_SalesSite,4,1,2
2016-12-12,12,2016,50,1,2016,DTCSales_Website,133,81,13
2016-12-13,12,2016,50,2,2016,,75,42,6
2016-12-13,12,2016,50,2,2016,DTCSales,27,1,3
2016-12-13,12,2016,50,2,2016,DTCSales_DirectMail,14,8,2
2016-12-13,12,2016,50,2,2016,DTCSales_Email,6,5,0
2016-12-13,12,2016,50,2,2016,DTCSales_NA,4,1,0
2016-12-13,12,2016,50,2,2016,DTCSales_PaidSearch,14,6,3
2016-12-13,12,2016,50,2,2016,DTCSales_Product,1,0,0
2016-12-13,12,2016,50,2,2016,DTCSales_SalesSite,2,2,0
2016-12-13,12,2016,50,2,2016,DTCSales_Website,128,90,6
2016-12-14,12,2016,50,3,2016,,56,27,7
2016-12-14,12,2016,50,3,2016,DTCSales,38,6,5
2016-12-14,12,2016,50,3,2016,DTCSales_DirectMail,8,3,1
2016-12-14,12,2016,50,3,2016,DTCSales_Email,2,1,1
2016-12-14,12,2016,50,3,2016,DTCSales_NA,1,0,0
2016-12-14,12,2016,50,3,2016,DTCSales_PaidSearch,9,5,1
2016-12-14,12,2016,50,3,2016,DTCSales_Product,1,1,0
2016-12-14,12,2016,50,3,2016,DTCSales_SalesSite,5,2,1
2016-12-14,12,2016,50,3,2016,DTCSales_Website,121,90,9
2016-12-15,12,2016,50,4,2016,,63,29,10
2016-12-15,12,2016,50,4,2016,DTCSales,29,3,4
2016-12-15,12,2016,50,4,2016,DTCSales_DirectMail,7,6,0
2016-12-15,12,2016,50,4,2016,DTCSales_Email,5,1,2
2016-12-15,12,2016,50,4,2016,DTCSales_NA,5,1,0
2016-12-15,12,2016,50,4,2016,DTCSales_PaidSearch,11,9,0
2016-12-15,12,2016,50,4,2016,DTCSales_Product,3,3,0
2016-12-15,12,2016,50,4,2016,DTCSales_SalesSite,5,5,0
2016-12-15,12,2016,50,4,2016,DTCSales_Social,1,1,0
2016-12-15,12,2016,50,4,2016,DTCSales_Website,113,91,8
2016-12-16,12,2016,50,5,2016,,73,31,6
2016-12-16,12,2016,50,5,2016,DTCSales,45,9,3
2016-12-16,12,2016,50,5,2016,DTCSales_DirectMail,7,3,0
2016-12-16,12,2016,50,5,2016,DTCSales_Email,1,1,0
2016-12-16,12,2016,50,5,2016,DTCSales_NA,5,1,0
2016-12-16,12,2016,50,5,2016,DTCSales_PaidSearch,8,5,3
2016-12-16,12,2016,50,5,2016,DTCSales_SalesSite,4,3,1
2016-12-16,12,2016,50,5,2016,DTCSales_Website,108,77,5
2016-12-17,12,2016,50,6,2016,,2,0,0
2016-12-17,12,2016,50,6,2016,DTCSales,16,2,1
2016-12-17,12,2016,50,6,2016,DTCSales_DirectMail,5,3,1
2016-12-17,12,2016,50,6,2016,DTCSales_NA,4,0,0
2016-12-17,12,2016,50,6,2016,DTCSales_PaidSearch,5,5,0
2016-12-17,12,2016,50,6,2016,DTCSales_Product,2,1,0
2016-12-17,12,2016,50,6,2016,DTCSales_SalesSite,1,1,0
2016-12-17,12,2016,50,6,2016,DTCSales_Website,89,64,6
2016-12-18,12,2016,50,7,2016,DTCSales,1,1,0
2016-12-18,12,2016,50,7,2016,DTCSales_DirectMail,2,2,0
2016-12-18,12,2016,50,7,2016,DTCSales_NA,5,0,0
2016-12-18,12,2016,50,7,2016,DTCSales_PaidSearch,4,2,1
2016-12-18,12,2016,50,7,2016,DTCSales_SalesSite,3,2,0
2016-12-18,12,2016,50,7,2016,DTCSales_Website,75,49,5
2016-12-19,12,2016,51,1,2016,,68,35,5
2016-12-19,12,2016,51,1,2016,DTCSales,36,4,3
2016-12-19,12,2016,51,1,2016,DTCSales_DirectMail,7,4,1
2016-12-19,12,2016,51,1,2016,DTCSales_NA,5,0,0
2016-12-19,12,2016,51,1,2016,DTCSales_PaidSearch,13,8,2
2016-12-19,12,2016,51,1,2016,DTCSales_Product,1,1,0
2016-12-19,12,2016,51,1,2016,DTCSales_SalesSite,1,0,1
2016-12-19,12,2016,51,1,2016,DTCSales_Website,144,100,12
2016-12-20,12,2016,51,2,2016,,54,24,2
2016-12-20,12,2016,51,2,2016,DTCSales,35,1,6
2016-12-20,12,2016,51,2,2016,DTCSales_DirectMail,8,3,0
2016-12-20,12,2016,51,2,2016,DTCSales_Email,2,1,0
2016-12-20,12,2016,51,2,2016,DTCSales_NA,8,0,0
2016-12-20,12,2016,51,2,2016,DTCSales_PaidSearch,14,7,1
2016-12-20,12,2016,51,2,2016,DTCSales_Pillows,1,1,0
2016-12-20,12,2016,51,2,2016,DTCSales_SalesSite,2,0,0
2016-12-20,12,2016,51,2,2016,DTCSales_Social,1,1,0
2016-12-20,12,2016,51,2,2016,DTCSales_Website,109,58,11
2016-12-21,12,2016,51,3,2016,,60,30,9
2016-12-21,12,2016,51,3,2016,DTCSales,26,4,1
2016-12-21,12,2016,51,3,2016,DTCSales_DirectMail,5,4,0
2016-12-21,12,2016,51,3,2016,DTCSales_Email,4,1,2
2016-12-21,12,2016,51,3,2016,DTCSales_NA,6,0,0
2016-12-21,12,2016,51,3,2016,DTCSales_PaidSearch,7,6,1
2016-12-21,12,2016,51,3,2016,DTCSales_SalesSite,1,1,0
2016-12-21,12,2016,51,3,2016,DTCSales_Website,106,67,13
2016-12-22,12,2016,51,4,2016,,42,21,7
2016-12-22,12,2016,51,4,2016,DTCSales,29,1,4
2016-12-22,12,2016,51,4,2016,DTCSales_DirectMail,8,7,0
2016-12-22,12,2016,51,4,2016,DTCSales_NA,3,0,0
2016-12-22,12,2016,51,4,2016,DTCSales_PaidSearch,7,2,3
2016-12-22,12,2016,51,4,2016,DTCSales_Product,1,1,0
2016-12-22,12,2016,51,4,2016,DTCSales_Website,89,62,13
2016-12-23,12,2016,51,5,2016,DTCSales,27,2,4
2016-12-23,12,2016,51,5,2016,DTCSales_DirectMail,8,2,3
2016-12-23,12,2016,51,5,2016,DTCSales_Email,1,1,0
2016-12-23,12,2016,51,5,2016,DTCSales_NA,3,0,0
2016-12-23,12,2016,51,5,2016,DTCSales_PaidSearch,12,5,5
2016-12-23,12,2016,51,5,2016,DTCSales_Product,1,1,0
2016-12-23,12,2016,51,5,2016,DTCSales_SalesSite,1,1,0
2016-12-23,12,2016,51,5,2016,DTCSales_Website,69,37,8
2016-12-24,12,2016,51,6,2016,DTCSales,3,0,2
2016-12-24,12,2016,51,6,2016,DTCSales_DirectMail,2,2,0
2016-12-24,12,2016,51,6,2016,DTCSales_NA,1,0,0
2016-12-24,12,2016,51,6,2016,DTCSales_PaidSearch,2,2,0
2016-12-24,12,2016,51,6,2016,DTCSales_SalesSite,1,0,1
2016-12-24,12,2016,51,6,2016,DTCSales_Website,36,22,6
2016-12-26,12,2016,52,1,2016,DTCSales,17,2,2
2016-12-26,12,2016,52,1,2016,DTCSales_DirectMail,7,1,3
2016-12-26,12,2016,52,1,2016,DTCSales_Email,1,0,1
2016-12-26,12,2016,52,1,2016,DTCSales_NA,3,0,1
2016-12-26,12,2016,52,1,2016,DTCSales_PaidSearch,8,5,1
2016-12-26,12,2016,52,1,2016,DTCSales_Website,132,96,13
2016-12-27,12,2016,52,2,2016,,64,24,13
2016-12-27,12,2016,52,2,2016,DTCSales,32,6,4
2016-12-27,12,2016,52,2,2016,DTCSales_DirectMail,5,1,1
2016-12-27,12,2016,52,2,2016,DTCSales_Email,4,2,2
2016-12-27,12,2016,52,2,2016,DTCSales_NA,9,0,0
2016-12-27,12,2016,52,2,2016,DTCSales_PaidSearch,16,10,2
2016-12-27,12,2016,52,2,2016,DTCSales_Product,3,2,1
2016-12-27,12,2016,52,2,2016,DTCSales_SalesSite,1,0,0
2016-12-27,12,2016,52,2,2016,DTCSales_Website,158,102,18
2016-12-28,12,2016,52,3,2016,,64,26,4
2016-12-28,12,2016,52,3,2016,DTCSales,29,2,2
2016-12-28,12,2016,52,3,2016,DTCSales_DirectMail,4,1,1
2016-12-28,12,2016,52,3,2016,DTCSales_Email,1,1,0
2016-12-28,12,2016,52,3,2016,DTCSales_NA,5,0,0
2016-12-28,12,2016,52,3,2016,DTCSales_PaidSearch,14,7,4
2016-12-28,12,2016,52,3,2016,DTCSales_Product,3,2,0
2016-12-28,12,2016,52,3,2016,DTCSales_Website,142,98,10
2016-12-29,12,2016,52,4,2016,,51,22,8
2016-12-29,12,2016,52,4,2016,DTCSales,24,0,8
2016-12-29,12,2016,52,4,2016,DTCSales_DirectMail,5,2,0
2016-12-29,12,2016,52,4,2016,DTCSales_Email,1,0,1
2016-12-29,12,2016,52,4,2016,DTCSales_NA,7,2,0
2016-12-29,12,2016,52,4,2016,DTCSales_PaidSearch,6,3,2
2016-12-29,12,2016,52,4,2016,DTCSales_Product,5,3,2
2016-12-29,12,2016,52,4,2016,DTCSales_Website,123,80,12
2016-12-30,12,2016,52,5,2016,,2,1,0
2016-12-30,12,2016,52,5,2016,DTCSales,30,2,4
2016-12-30,12,2016,52,5,2016,DTCSales_DirectMail,7,5,0
2016-12-30,12,2016,52,5,2016,DTCSales_NA,10,1,1
2016-12-30,12,2016,52,5,2016,DTCSales_PaidSearch,15,11,2
2016-12-30,12,2016,52,5,2016,DTCSales_Product,6,4,0
2016-12-30,12,2016,52,5,2016,DTCSales_Website,152,95,16
2016-12-31,12,2016,52,6,2016,,1,0,1
2016-12-31,12,2016,52,6,2016,DTCSales,3,0,0
2016-12-31,12,2016,52,6,2016,DTCSales_DirectMail,3,3,0
2016-12-31,12,2016,52,6,2016,DTCSales_NA,7,1,0
2016-12-31,12,2016,52,6,2016,DTCSales_PaidSearch,9,7,0
2016-12-31,12,2016,52,6,2016,DTCSales_Website,91,59,5
2017-01-02,1,2017,1,1,2017,DTCSales,14,0,0
2017-01-02,1,2017,1,1,2017,DTCSales_DirectMail,1,1,0
2017-01-02,1,2017,1,1,2017,DTCSales_Email,2,1,0
2017-01-02,1,2017,1,1,2017,DTCSales_NA,8,0,1
2017-01-02,1,2017,1,1,2017,DTCSales_PaidSearch,6,3,0
2017-01-02,1,2017,1,1,2017,DTCSales_Product,4,2,0
2017-01-02,1,2017,1,1,2017,DTCSales_SalesSite,2,2,0
2017-01-02,1,2017,1,1,2017,DTCSales_Website,190,123,9
2017-01-03,1,2017,1,2,2017,,65,29,5
2017-01-03,1,2017,1,2,2017,DTCSales,38,4,7
2017-01-03,1,2017,1,2,2017,DTCSales_DirectMail,6,3,0
2017-01-03,1,2017,1,2,2017,DTCSales_Email,3,3,0
2017-01-03,1,2017,1,2,2017,DTCSales_NA,7,0,0
2017-01-03,1,2017,1,2,2017,DTCSales_PaidSearch,12,7,0
2017-01-03,1,2017,1,2,2017,DTCSales_Product,2,1,0
2017-01-03,1,2017,1,2,2017,DTCSales_Website,154,94,16
2017-01-04,1,2017,1,3,2017,,49,25,7
2017-01-04,1,2017,1,3,2017,DTCSales,23,0,1
2017-01-04,1,2017,1,3,2017,DTCSales_DirectMail,7,2,1
2017-01-04,1,2017,1,3,2017,DTCSales_Email,5,2,0
2017-01-04,1,2017,1,3,2017,DTCSales_NA,10,3,0
2017-01-04,1,2017,1,3,2017,DTCSales_PaidSearch,11,8,1
2017-01-04,1,2017,1,3,2017,DTCSales_Product,6,5,0
2017-01-04,1,2017,1,3,2017,DTCSales_SalesSite,6,4,1
2017-01-04,1,2017,1,3,2017,DTCSales_Website,148,87,19
2017-01-05,1,2017,1,4,2017,,35,16,2
2017-01-05,1,2017,1,4,2017,DTCSales,34,3,3
2017-01-05,1,2017,1,4,2017,DTCSales_DirectMail,5,4,0
2017-01-05,1,2017,1,4,2017,DTCSales_Email,4,2,0
2017-01-05,1,2017,1,4,2017,DTCSales_NA,6,1,0
2017-01-05,1,2017,1,4,2017,DTCSales_PaidSearch,11,8,0
2017-01-05,1,2017,1,4,2017,DTCSales_Product,1,1,0
2017-01-05,1,2017,1,4,2017,DTCSales_SalesSite,2,1,0
2017-01-05,1,2017,1,4,2017,DTCSales_Social,1,1,0
2017-01-05,1,2017,1,4,2017,DTCSales_Website,111,75,12
2017-01-06,1,2017,1,5,2017,,55,26,7
2017-01-06,1,2017,1,5,2017,DTCSales,32,6,3
2017-01-06,1,2017,1,5,2017,DTCSales_DirectMail,9,9,0
2017-01-06,1,2017,1,5,2017,DTCSales_Email,2,0,1
2017-01-06,1,2017,1,5,2017,DTCSales_NA,8,1,0
2017-01-06,1,2017,1,5,2017,DTCSales_PaidSearch,5,4,0
2017-01-06,1,2017,1,5,2017,DTCSales_Product,1,1,0
2017-01-06,1,2017,1,5,2017,DTCSales_SalesSite,7,5,1
2017-01-06,1,2017,1,5,2017,DTCSales_Website,117,73,15
2017-01-07,1,2017,1,6,2017,,1,0,1
2017-01-07,1,2017,1,6,2017,DTCSales,8,0,1
2017-01-07,1,2017,1,6,2017,DTCSales_DirectMail,7,4,0
2017-01-07,1,2017,1,6,2017,DTCSales_Email,3,3,0
2017-01-07,1,2017,1,6,2017,DTCSales_NA,14,3,0
2017-01-07,1,2017,1,6,2017,DTCSales_PaidSearch,6,3,1
2017-01-07,1,2017,1,6,2017,DTCSales_Product,2,0,0
2017-01-07,1,2017,1,6,2017,DTCSales_SalesSite,7,7,0
2017-01-07,1,2017,1,6,2017,DTCSales_Website,101,72,6
2017-01-08,1,2017,1,7,2017,,2,0,0
2017-01-08,1,2017,1,7,2017,DTCSales_DirectMail,3,1,0
2017-01-08,1,2017,1,7,2017,DTCSales_NA,14,1,0
2017-01-08,1,2017,1,7,2017,DTCSales_PaidSearch,3,3,0
2017-01-08,1,2017,1,7,2017,DTCSales_Product,2,1,0
2017-01-08,1,2017,1,7,2017,DTCSales_SalesSite,9,7,1
2017-01-08,1,2017,1,7,2017,DTCSales_Website,107,68,5
2017-01-09,1,2017,2,1,2017,,69,34,13
2017-01-09,1,2017,2,1,2017,DTCSales,30,3,5
2017-01-09,1,2017,2,1,2017,DTCSales_DirectMail,9,8,0
2017-01-09,1,2017,2,1,2017,DTCSales_Email,4,3,0
2017-01-09,1,2017,2,1,2017,DTCSales_NA,7,1,0
2017-01-09,1,2017,2,1,2017,DTCSales_PaidSearch,22,12,1
2017-01-09,1,2017,2,1,2017,DTCSales_Product,1,1,0
2017-01-09,1,2017,2,1,2017,DTCSales_SalesSite,4,1,0
2017-01-09,1,2017,2,1,2017,DTCSales_Website,163,100,17
2017-01-10,1,2017,2,2,2017,,45,15,15
2017-01-10,1,2017,2,2,2017,DTCSales,20,3,2
2017-01-10,1,2017,2,2,2017,DTCSales_DirectMail,5,4,0
2017-01-10,1,2017,2,2,2017,DTCSales_Email,5,2,0
2017-01-10,1,2017,2,2,2017,DTCSales_NA,4,1,0
2017-01-10,1,2017,2,2,2017,DTCSales_PaidSearch,11,6,2
2017-01-10,1,2017,2,2,2017,DTCSales_Product,1,0,0
2017-01-10,1,2017,2,2,2017,DTCSales_SalesSite,2,2,0
2017-01-10,1,2017,2,2,2017,DTCSales_Social,1,1,0
2017-01-10,1,2017,2,2,2017,DTCSales_Website,128,72,20
2017-01-11,1,2017,2,3,2017,,46,24,7
2017-01-11,1,2017,2,3,2017,DTCSales,24,6,1
2017-01-11,1,2017,2,3,2017,DTCSales_DirectMail,9,5,1
2017-01-11,1,2017,2,3,2017,DTCSales_Email,2,1,0
2017-01-11,1,2017,2,3,2017,DTCSales_NA,7,0,0
2017-01-11,1,2017,2,3,2017,DTCSales_PaidSearch,14,8,2
2017-01-11,1,2017,2,3,2017,DTCSales_SalesSite,7,5,1
2017-01-11,1,2017,2,3,2017,DTCSales_Website,124,75,17
2017-01-12,1,2017,2,4,2017,,46,21,10
2017-01-12,1,2017,2,4,2017,DTCSales,22,4,3
2017-01-12,1,2017,2,4,2017,DTCSales_DirectMail,12,8,1
2017-01-12,1,2017,2,4,2017,DTCSales_Email,9,4,1
2017-01-12,1,2017,2,4,2017,DTCSales_PaidSearch,8,5,1
2017-01-12,1,2017,2,4,2017,DTCSales_Product,1,0,0
2017-01-12,1,2017,2,4,2017,DTCSales_SalesSite,5,4,0
2017-01-12,1,2017,2,4,2017,DTCSales_TopperSite,1,1,0
2017-01-12,1,2017,2,4,2017,DTCSales_Website,99,68,12
2017-01-13,1,2017,2,5,2017,,45,23,7
2017-01-13,1,2017,2,5,2017,DTCSales,24,4,2
2017-01-13,1,2017,2,5,2017,DTCSales_DirectMail,7,4,0
2017-01-13,1,2017,2,5,2017,DTCSales_Email,4,2,0
2017-01-13,1,2017,2,5,2017,DTCSales_NA,5,0,1
2017-01-13,1,2017,2,5,2017,DTCSales_PaidSearch,4,4,0
2017-01-13,1,2017,2,5,2017,DTCSales_SalesSite,2,2,0
2017-01-13,1,2017,2,5,2017,DTCSales_Website,111,80,7
2017-01-14,1,2017,2,6,2017,,1,0,0
2017-01-14,1,2017,2,6,2017,DTCSales,6,1,0
2017-01-14,1,2017,2,6,2017,DTCSales_DirectMail,7,1,1
2017-01-14,1,2017,2,6,2017,DTCSales_Email,2,2,0
2017-01-14,1,2017,2,6,2017,DTCSales_NA,3,0,0
2017-01-14,1,2017,2,6,2017,DTCSales_PaidSearch,7,6,1
2017-01-14,1,2017,2,6,2017,DTCSales_SalesSite,7,7,0
2017-01-14,1,2017,2,6,2017,DTCSales_Website,121,90,6
2017-01-15,1,2017,2,7,2017,,1,0,0
2017-01-15,1,2017,2,7,2017,DTCSales,1,0,0
2017-01-15,1,2017,2,7,2017,DTCSales_DirectMail,6,2,1
2017-01-15,1,2017,2,7,2017,DTCSales_Email,3,1,0
2017-01-15,1,2017,2,7,2017,DTCSales_NA,7,3,0
2017-01-15,1,2017,2,7,2017,DTCSales_PaidSearch,6,6,0
2017-01-15,1,2017,2,7,2017,DTCSales_SalesSite,8,6,1
2017-01-15,1,2017,2,7,2017,DTCSales_Website,107,61,6
2017-01-16,1,2017,3,1,2017,DTCSales,25,1,6
2017-01-16,1,2017,3,1,2017,DTCSales_DirectMail,7,5,0
2017-01-16,1,2017,3,1,2017,DTCSales_Email,2,1,1
2017-01-16,1,2017,3,1,2017,DTCSales_NA,7,0,0
2017-01-16,1,2017,3,1,2017,DTCSales_PaidSearch,10,5,1
2017-01-16,1,2017,3,1,2017,DTCSales_Product,1,1,0
2017-01-16,1,2017,3,1,2017,DTCSales_SalesSite,5,1,1
2017-01-16,1,2017,3,1,2017,DTCSales_Website,176,113,16
2017-01-17,1,2017,3,2,2017,,60,27,5
2017-01-17,1,2017,3,2,2017,DTCSales,44,6,6
2017-01-17,1,2017,3,2,2017,DTCSales_DirectMail,15,5,3
2017-01-17,1,2017,3,2,2017,DTCSales_NA,9,2,0
2017-01-17,1,2017,3,2,2017,DTCSales_PaidSearch,11,6,1
2017-01-17,1,2017,3,2,2017,DTCSales_SalesSite,7,3,1
2017-01-17,1,2017,3,2,2017,DTCSales_Website,178,98,19
2017-01-18,1,2017,3,3,2017,,44,22,5
2017-01-18,1,2017,3,3,2017,DTCSales,34,3,7
2017-01-18,1,2017,3,3,2017,DTCSales_DirectMail,9,4,0
2017-01-18,1,2017,3,3,2017,DTCSales_NA,1,0,1
2017-01-18,1,2017,3,3,2017,DTCSales_PaidSearch,13,8,1
2017-01-18,1,2017,3,3,2017,DTCSales_Product,2,0,0
2017-01-18,1,2017,3,3,2017,DTCSales_SalesSite,5,4,0
2017-01-18,1,2017,3,3,2017,DTCSales_Website,105,59,14
2017-01-19,1,2017,3,4,2017,,37,17,8
2017-01-19,1,2017,3,4,2017,DTCSales,16,1,2
2017-01-19,1,2017,3,4,2017,DTCSales_DirectMail,7,2,1
2017-01-19,1,2017,3,4,2017,DTCSales_Email,3,2,1
2017-01-19,1,2017,3,4,2017,DTCSales_NA,2,0,0
2017-01-19,1,2017,3,4,2017,DTCSales_PaidSearch,14,8,3
2017-01-19,1,2017,3,4,2017,DTCSales_Product,1,1,0
2017-01-19,1,2017,3,4,2017,DTCSales_SalesSite,5,4,1
2017-01-19,1,2017,3,4,2017,DTCSales_Website,90,61,5
2017-01-20,1,2017,3,5,2017,,32,12,6
2017-01-20,1,2017,3,5,2017,DTCSales,24,2,6
2017-01-20,1,2017,3,5,2017,DTCSales_DirectMail,5,3,1
2017-01-20,1,2017,3,5,2017,DTCSales_NA,1,0,0
2017-01-20,1,2017,3,5,2017,DTCSales_PaidSearch,11,7,0
2017-01-20,1,2017,3,5,2017,DTCSales_SalesSite,4,3,0
2017-01-20,1,2017,3,5,2017,DTCSales_Website,68,40,8
2017-01-21,1,2017,3,6,2017,DTCSales,18,2,5
2017-01-21,1,2017,3,6,2017,DTCSales_DirectMail,4,1,1
2017-01-21,1,2017,3,6,2017,DTCSales_Email,1,1,0
2017-01-21,1,2017,3,6,2017,DTCSales_NA,6,0,1
2017-01-21,1,2017,3,6,2017,DTCSales_PaidSearch,4,4,0
2017-01-21,1,2017,3,6,2017,DTCSales_Product,1,0,0
2017-01-21,1,2017,3,6,2017,DTCSales_SalesSite,12,8,3
2017-01-21,1,2017,3,6,2017,DTCSales_Website,79,57,9
2017-01-22,1,2017,3,7,2017,DTCSales_DirectMail,1,0,0
2017-01-22,1,2017,3,7,2017,DTCSales_NA,4,1,0
2017-01-22,1,2017,3,7,2017,DTCSales_PaidSearch,2,2,0
2017-01-22,1,2017,3,7,2017,DTCSales_Pillows,1,0,0
2017-01-22,1,2017,3,7,2017,DTCSales_SalesSite,6,5,1
2017-01-22,1,2017,3,7,2017,DTCSales_Website,80,48,9
2017-01-23,1,2017,4,1,2017,,64,28,9
2017-01-23,1,2017,4,1,2017,DTCSales,29,4,2
2017-01-23,1,2017,4,1,2017,DTCSales_DirectMail,5,2,0
2017-01-23,1,2017,4,1,2017,DTCSales_NA,5,1,0
2017-01-23,1,2017,4,1,2017,DTCSales_PaidSearch,10,4,1
2017-01-23,1,2017,4,1,2017,DTCSales_Product,2,1,1
2017-01-23,1,2017,4,1,2017,DTCSales_SalesSite,10,4,1
2017-01-23,1,2017,4,1,2017,DTCSales_Website,118,64,24
2017-01-24,1,2017,4,2,2017,,26,9,5
2017-01-24,1,2017,4,2,2017,DTCSales,27,3,3
2017-01-24,1,2017,4,2,2017,DTCSales_DirectMail,3,1,1
2017-01-24,1,2017,4,2,2017,DTCSales_Email,1,1,0
2017-01-24,1,2017,4,2,2017,DTCSales_NA,2,0,0
2017-01-24,1,2017,4,2,2017,DTCSales_PaidSearch,7,4,3
2017-01-24,1,2017,4,2,2017,DTCSales_Product,2,0,0
2017-01-24,1,2017,4,2,2017,DTCSales_Website,89,60,12
2017-01-25,1,2017,4,3,2017,,36,16,5
2017-01-25,1,2017,4,3,2017,DTCSales,25,4,4
2017-01-25,1,2017,4,3,2017,DTCSales_DirectMail,9,4,0
2017-01-25,1,2017,4,3,2017,DTCSales_Email,1,0,1
2017-01-25,1,2017,4,3,2017,DTCSales_NA,5,0,0
2017-01-25,1,2017,4,3,2017,DTCSales_PaidSearch,8,4,3
2017-01-25,1,2017,4,3,2017,DTCSales_Product,3,1,1
2017-01-25,1,2017,4,3,2017,DTCSales_SalesSite,1,0,1
2017-01-25,1,2017,4,3,2017,DTCSales_Website,105,66,10
2017-01-26,1,2017,4,4,2017,,33,13,6
2017-01-26,1,2017,4,4,2017,DTCSales,23,5,4
2017-01-26,1,2017,4,4,2017,DTCSales_DirectMail,10,4,3
2017-01-26,1,2017,4,4,2017,DTCSales_Email,1,1,0
2017-01-26,1,2017,4,4,2017,DTCSales_NA,2,0,0
2017-01-26,1,2017,4,4,2017,DTCSales_PaidSearch,10,7,2
2017-01-26,1,2017,4,4,2017,DTCSales_Product,4,2,1
2017-01-26,1,2017,4,4,2017,DTCSales_SalesSite,1,0,1
2017-01-26,1,2017,4,4,2017,DTCSales_Website,93,55,13
2017-01-27,1,2017,4,5,2017,,49,20,12
2017-01-27,1,2017,4,5,2017,DTCSales,22,2,6
2017-01-27,1,2017,4,5,2017,DTCSales_DirectMail,4,1,1
2017-01-27,1,2017,4,5,2017,DTCSales_NA,2,0,1
2017-01-27,1,2017,4,5,2017,DTCSales_PaidSearch,15,10,0
2017-01-27,1,2017,4,5,2017,DTCSales_Pillows,1,1,0
2017-01-27,1,2017,4,5,2017,DTCSales_SalesSite,1,0,1
2017-01-27,1,2017,4,5,2017,DTCSales_Website,133,89,12
2017-01-28,1,2017,4,6,2017,,1,0,1
2017-01-28,1,2017,4,6,2017,DTCSales,8,2,1
2017-01-28,1,2017,4,6,2017,DTCSales_DirectMail,5,4,1
2017-01-28,1,2017,4,6,2017,DTCSales_Email,3,2,1
2017-01-28,1,2017,4,6,2017,DTCSales_NA,5,0,0
2017-01-28,1,2017,4,6,2017,DTCSales_PaidSearch,7,5,0
2017-01-28,1,2017,4,6,2017,DTCSales_Website,104,65,8
2017-01-29,1,2017,4,7,2017,DTCSales,1,1,0
2017-01-29,1,2017,4,7,2017,DTCSales_Email,1,0,0
2017-01-29,1,2017,4,7,2017,DTCSales_NA,5,1,0
2017-01-29,1,2017,4,7,2017,DTCSales_PaidSearch,2,1,0
2017-01-29,1,2017,4,7,2017,DTCSales_Website,109,72,4
2017-01-30,1,2017,5,1,2017,,71,26,11
2017-01-30,1,2017,5,1,2017,DTCSales,35,6,6
2017-01-30,1,2017,5,1,2017,DTCSales_DirectMail,9,6,0
2017-01-30,1,2017,5,1,2017,DTCSales_Email,7,4,0
2017-01-30,1,2017,5,1,2017,DTCSales_NA,1,0,0
2017-01-30,1,2017,5,1,2017,DTCSales_PaidSearch,7,5,1
2017-01-30,1,2017,5,1,2017,DTCSales_Product,2,1,0
2017-01-30,1,2017,5,1,2017,DTCSales_SalesSite,2,1,0
2017-01-30,1,2017,5,1,2017,DTCSales_Website,168,101,22
2017-01-31,1,2017,5,2,2017,,57,26,6
2017-01-31,1,2017,5,2,2017,DTCSales,25,3,1
2017-01-31,1,2017,5,2,2017,DTCSales_DirectMail,6,4,1
2017-01-31,1,2017,5,2,2017,DTCSales_Email,4,2,2
2017-01-31,1,2017,5,2,2017,DTCSales_NA,3,1,1
2017-01-31,1,2017,5,2,2017,DTCSales_PaidSearch,8,6,1
2017-01-31,1,2017,5,2,2017,DTCSales_Pillows,2,0,1
2017-01-31,1,2017,5,2,2017,DTCSales_SalesSite,5,2,1
2017-01-31,1,2017,5,2,2017,DTCSales_Website,185,114,27
2017-02-01,2,2017,5,3,2017,,34,18,3
2017-02-01,2,2017,5,3,2017,DTCSales,20,3,3
2017-02-01,2,2017,5,3,2017,DTCSales_DirectMail,12,6,1
2017-02-01,2,2017,5,3,2017,DTCSales_Email,2,2,0
2017-02-01,2,2017,5,3,2017,DTCSales_NA,2,0,0
2017-02-01,2,2017,5,3,2017,DTCSales_PaidSearch,11,7,2
2017-02-01,2,2017,5,3,2017,DTCSales_Pillows,1,0,0
2017-02-01,2,2017,5,3,2017,DTCSales_Product,2,2,0
2017-02-01,2,2017,5,3,2017,DTCSales_SalesSite,4,3,0
2017-02-01,2,2017,5,3,2017,DTCSales_Website,136,84,17
2017-02-02,2,2017,5,4,2017,,41,21,10
2017-02-02,2,2017,5,4,2017,DTCSales,21,2,3
2017-02-02,2,2017,5,4,2017,DTCSales_DirectMail,14,2,1
2017-02-02,2,2017,5,4,2017,DTCSales_Email,4,3,0
2017-02-02,2,2017,5,4,2017,DTCSales_NA,2,0,0
2017-02-02,2,2017,5,4,2017,DTCSales_PaidSearch,5,4,0
2017-02-02,2,2017,5,4,2017,DTCSales_Product,4,3,1
2017-02-02,2,2017,5,4,2017,DTCSales_SalesSite,3,2,1
2017-02-02,2,2017,5,4,2017,DTCSales_Website,120,77,14
2017-02-03,2,2017,5,5,2017,,21,13,2
