goog_date,goog_month,goog_year,goog_isoweek,goog_isodow,goog_isoyear,goog_channel_group,goog_product_group,goog_sub_channel,goog_advertiser,goog_cost,goog_impressions,goog_clicks,goog_video_views,goog_video_completes
2017-04-09,4,2017,14,6,2017,Competitor,Pillow,SN,Tempur-Pedic,174.89999999999998,6898,21,0,0.0
2017-04-09,4,2017,14,6,2017,Dynamic Remarketing,Mattress,DN,Tempur-Pedic,232.9,103183,124,0,0.0
2017-04-09,4,2017,14,6,2017,Mattress Firm,Mattress,SN,Tempur-Pedic,5518.089999999999,17803,580,0,0.0
2017-04-09,4,2017,14,6,2017,Non-Branded Search,Mattress,SN,Tempur-Pedic,1431.24,11931,192,0,0.0
2017-04-09,4,2017,14,6,2017,Non-Branded Search,Pillow,SN,Tempur-Pedic,757.11,14416,181,0,0.0
2017-04-09,4,2017,14,6,2017,Non-Branded Search Tier 1,Mattress,SN,Tempur-Pedic,3640.6199999999994,209268,624,0,0.0
2017-04-09,4,2017,14,6,2017,Non-Branded Search Tier 1,Pillow,SN,Tempur-Pedic,2312.4899999999993,237432,626,0,0.0
2017-04-09,4,2017,14,6,2017,Remarketing,Mattress,DN,Tempur-Pedic,191.99999999999997,77451,238,0,0.0
2017-04-09,4,2017,14,6,2017,Remarketing,Pillow,DN,Tempur-Pedic,14.059999999999999,13153,23,0,0.0
2017-04-09,4,2017,14,6,2017,Shopping,Mattress,SN,Tempur-Pedic,1509.72,36698,280,0,0.0
2017-04-09,4,2017,14,6,2017,Shopping,Pillow,SN,Tempur-Pedic,595.4000000000001,24217,296,0,0.0
2017-04-10,4,2017,14,7,2017,Branded Search,Mattress,SN,Tempur-Pedic,7979.690000000002,23983,2948,0,0.0
2017-04-10,4,2017,14,7,2017,Branded Search,Pillow,SN,Tempur-Pedic,346.6799999999999,4518,296,0,0.0
2017-04-10,4,2017,14,7,2017,Competitor,Mattress,SN,Tempur-Pedic,130.26,785,6,0,0.0
2017-04-10,4,2017,14,7,2017,Competitor,Other,SN,Tempur-Pedic,49.330000000000005,263,3,0,0.0
2017-04-10,4,2017,14,7,2017,Competitor,Pillow,SN,Tempur-Pedic,125.50000000000001,7508,17,0,0.0
2017-04-10,4,2017,14,7,2017,Dynamic Remarketing,Mattress,DN,Tempur-Pedic,250.89,115383,147,0,0.0
2017-04-10,4,2017,14,7,2017,Mattress Firm,Mattress,SN,Tempur-Pedic,5663.330000000001,17262,579,0,0.0
2017-04-10,4,2017,14,7,2017,Non-Branded Search,Mattress,SN,Tempur-Pedic,1413.5600000000002,11183,170,0,0.0
2017-04-10,4,2017,14,7,2017,Non-Branded Search,Pillow,SN,Tempur-Pedic,800.2599999999998,15419,182,0,0.0
2017-04-10,4,2017,14,7,2017,Non-Branded Search Tier 1,Mattress,SN,Tempur-Pedic,3564.9000000000005,191339,557,0,0.0
2017-04-10,4,2017,14,7,2017,Non-Branded Search Tier 1,Pillow,SN,Tempur-Pedic,2251.9700000000003,255359,565,0,0.0
2017-04-10,4,2017,14,7,2017,Remarketing,Mattress,DN,Tempur-Pedic,213.29,90566,238,0,0.0
2017-04-10,4,2017,14,7,2017,Remarketing,Pillow,DN,Tempur-Pedic,19.9,15807,37,0,0.0
2017-04-10,4,2017,14,7,2017,Shopping,Mattress,SN,Tempur-Pedic,1529.6,38242,251,0,0.0
2017-04-10,4,2017,14,7,2017,Shopping,Pillow,SN,Tempur-Pedic,779.98,24494,291,0,0.0
2017-04-11,4,2017,15,1,2017,Branded Search,Mattress,SN,Tempur-Pedic,7224.190000000004,22381,2839,0,0.0
2017-04-11,4,2017,15,1,2017,Branded Search,Pillow,SN,Tempur-Pedic,380.10999999999996,4443,282,0,0.0
2017-04-11,4,2017,15,1,2017,Competitor,Mattress,SN,Tempur-Pedic,174.79,835,10,0,0.0
2017-04-11,4,2017,15,1,2017,Competitor,Other,SN,Tempur-Pedic,85.28,266,4,0,0.0
2017-04-11,4,2017,15,1,2017,Competitor,Pillow,SN,Tempur-Pedic,102.54,7441,13,0,0.0
2017-04-11,4,2017,15,1,2017,Dynamic Remarketing,Mattress,DN,Tempur-Pedic,259.93,101978,146,0,0.0
2017-04-11,4,2017,15,1,2017,Mattress Firm,Mattress,SN,Tempur-Pedic,5723.710000000001,20475,639,0,0.0
2017-04-11,4,2017,15,1,2017,Non-Branded Search,Mattress,SN,Tempur-Pedic,858.6500000000001,8201,120,0,0.0
2017-04-11,4,2017,15,1,2017,Non-Branded Search,Pillow,SN,Tempur-Pedic,802.1399999999999,13067,172,0,0.0
2017-04-11,4,2017,15,1,2017,Non-Branded Search Tier 1,Mattress,SN,Tempur-Pedic,2511.4599999999996,160134,396,0,0.0
2017-04-11,4,2017,15,1,2017,Non-Branded Search Tier 1,Pillow,SN,Tempur-Pedic,2805.5499999999984,294397,715,0,0.0
2017-04-11,4,2017,15,1,2017,Remarketing,Mattress,DN,Tempur-Pedic,235.63000000000002,94408,292,0,0.0
2017-04-11,4,2017,15,1,2017,Remarketing,Pillow,DN,Tempur-Pedic,32.730000000000004,17987,39,0,0.0
2017-04-11,4,2017,15,1,2017,Shopping,Mattress,SN,Tempur-Pedic,1494.1600000000003,41479,259,0,0.0
2017-04-11,4,2017,15,1,2017,Shopping,Pillow,SN,Tempur-Pedic,1226.8400000000001,29323,359,0,0.0
2017-04-12,4,2017,15,2,2017,Branded Search,Mattress,SN,Tempur-Pedic,6799.040000000001,21345,2620,0,0.0
2017-04-12,4,2017,15,2,2017,Branded Search,Pillow,SN,Tempur-Pedic,340.76,4184,311,0,0.0
2017-04-12,4,2017,15,2,2017,Competitor,Mattress,SN,Tempur-Pedic,188.12,571,11,0,0.0
2017-04-12,4,2017,15,2,2017,Competitor,Other,SN,Tempur-Pedic,72.25,224,4,0,0.0
2017-04-12,4,2017,15,2,2017,Competitor,Pillow,SN,Tempur-Pedic,115.71999999999998,7192,9,0,0.0
2017-04-12,4,2017,15,2,2017,Dynamic Remarketing,Mattress,DN,Tempur-Pedic,302.08,179006,177,0,0.0
2017-04-12,4,2017,15,2,2017,Mattress Firm,Mattress,SN,Tempur-Pedic,5659.29,19688,590,0,0.0
2017-04-12,4,2017,15,2,2017,Non-Branded Search,Mattress,SN,Tempur-Pedic,964.6600000000001,7840,118,0,0.0
2017-04-12,4,2017,15,2,2017,Non-Branded Search,Pillow,SN,Tempur-Pedic,782.0999999999998,12015,161,0,0.0
2017-04-12,4,2017,15,2,2017,Non-Branded Search Tier 1,Mattress,SN,Tempur-Pedic,2273.94,141192,361,0,0.0
2017-04-12,4,2017,15,2,2017,Non-Branded Search Tier 1,Pillow,SN,Tempur-Pedic,2736.5499999999997,283177,716,0,0.0
2017-04-12,4,2017,15,2,2017,Remarketing,Mattress,DN,Tempur-Pedic,242.52999999999997,102816,285,0,0.0
2017-04-12,4,2017,15,2,2017,Remarketing,Pillow,DN,Tempur-Pedic,40.800000000000004,19142,50,0,0.0
2017-04-12,4,2017,15,2,2017,Shopping,Mattress,SN,Tempur-Pedic,1496.2099999999998,43317,264,0,0.0
2017-04-12,4,2017,15,2,2017,Shopping,Pillow,SN,Tempur-Pedic,1275.33,28529,340,0,0.0
2017-04-13,4,2017,15,3,2017,Branded Search,Mattress,SN,Tempur-Pedic,5782.2800000000025,19865,2469,0,0.0
2017-04-13,4,2017,15,3,2017,Branded Search,Pillow,SN,Tempur-Pedic,289.38999999999993,3992,249,0,0.0
2017-04-13,4,2017,15,3,2017,Competitor,Mattress,SN,Tempur-Pedic,222.74999999999997,669,14,0,0.0
2017-04-13,4,2017,15,3,2017,Competitor,Other,SN,Tempur-Pedic,3.65,245,1,0,0.0
2017-04-13,4,2017,15,3,2017,Competitor,Pillow,SN,Tempur-Pedic,195.76000000000005,6169,23,0,0.0
2017-04-13,4,2017,15,3,2017,Dynamic Remarketing,Mattress,DN,Tempur-Pedic,296.66,201473,143,0,0.0
2017-04-13,4,2017,15,3,2017,Mattress Firm,Mattress,SN,Tempur-Pedic,4570.390000000001,18483,481,0,0.0
2017-04-13,4,2017,15,3,2017,Non-Branded Search,Mattress,SN,Tempur-Pedic,890.1899999999999,7210,124,0,0.0
2017-04-13,4,2017,15,3,2017,Non-Branded Search,Pillow,SN,Tempur-Pedic,569.5600000000001,12159,121,0,0.0
2017-04-13,4,2017,15,3,2017,Non-Branded Search Tier 1,Mattress,SN,Tempur-Pedic,2205.21,132082,345,0,0.0
2017-04-13,4,2017,15,3,2017,Non-Branded Search Tier 1,Pillow,SN,Tempur-Pedic,2623.2900000000004,296635,686,0,0.0
2017-04-13,4,2017,15,3,2017,Remarketing,Mattress,DN,Tempur-Pedic,259.29999999999995,166682,332,0,0.0
2017-04-13,4,2017,15,3,2017,Remarketing,Pillow,DN,Tempur-Pedic,30.510000000000005,15501,32,0,0.0
2017-04-13,4,2017,15,3,2017,Shopping,Mattress,SN,Tempur-Pedic,1496.9399999999998,32023,243,0,0.0
2017-04-13,4,2017,15,3,2017,Shopping,Pillow,SN,Tempur-Pedic,1372.52,30737,350,0,0.0
2017-04-14,4,2017,15,4,2017,Branded Search,Mattress,SN,Tempur-Pedic,5970.4699999999975,19567,2578,0,0.0
2017-04-14,4,2017,15,4,2017,Branded Search,Pillow,SN,Tempur-Pedic,600.0000000000002,3028,194,0,0.0
2017-04-14,4,2017,15,4,2017,Competitor,Mattress,SN,Tempur-Pedic,199.37,486,11,0,0.0
2017-04-14,4,2017,15,4,2017,Competitor,Other,SN,Tempur-Pedic,51.2,224,2,0,0.0
2017-04-14,4,2017,15,4,2017,Competitor,Pillow,SN,Tempur-Pedic,101.28999999999998,5158,12,0,0.0
2017-04-14,4,2017,15,4,2017,Dynamic Remarketing,Mattress,DN,Tempur-Pedic,297.64,164376,161,0,0.0
2017-04-14,4,2017,15,4,2017,Mattress Firm,Mattress,SN,Tempur-Pedic,4986.95,19032,492,0,0.0
2017-04-14,4,2017,15,4,2017,Non-Branded Search,Mattress,SN,Tempur-Pedic,1024.07,6605,124,0,0.0
2017-04-14,4,2017,15,4,2017,Non-Branded Search,Pillow,SN,Tempur-Pedic,710.1800000000002,10301,133,0,0.0
2017-04-14,4,2017,15,4,2017,Non-Branded Search Tier 1,Mattress,SN,Tempur-Pedic,2292.73,134812,360,0,0.0
2017-04-14,4,2017,15,4,2017,Non-Branded Search Tier 1,Pillow,SN,Tempur-Pedic,2416.1400000000003,254204,641,0,0.0
2017-04-14,4,2017,15,4,2017,Remarketing,Mattress,DN,Tempur-Pedic,287.65,162760,338,0,0.0
2017-04-14,4,2017,15,4,2017,Remarketing,Pillow,DN,Tempur-Pedic,26.79,14595,31,0,0.0
2017-04-14,4,2017,15,4,2017,Shopping,Mattress,SN,Tempur-Pedic,1496.89,30448,213,0,0.0
2017-04-14,4,2017,15,4,2017,Shopping,Pillow,SN,Tempur-Pedic,1460.0700000000002,29779,338,0,0.0
2017-04-15,4,2017,15,5,2017,Branded Search,Mattress,SN,Tempur-Pedic,7128.64,23007,2967,0,0.0
2017-04-15,4,2017,15,5,2017,Branded Search,Pillow,SN,Tempur-Pedic,341.44,3851,252,0,0.0
2017-04-15,4,2017,15,5,2017,Competitor,Mattress,SN,Tempur-Pedic,204.48000000000002,480,13,0,0.0
2017-04-15,4,2017,15,5,2017,Competitor,Other,SN,Tempur-Pedic,49.64,230,2,0,0.0
2017-04-15,4,2017,15,5,2017,Competitor,Pillow,SN,Tempur-Pedic,100.58,5058,11,0,0.0
2017-04-15,4,2017,15,5,2017,Dynamic Remarketing,Mattress,DN,Tempur-Pedic,270.68,171538,156,0,0.0
2017-04-15,4,2017,15,5,2017,Mattress Firm,Mattress,SN,Tempur-Pedic,5334.0,18841,583,0,0.0
2017-04-15,4,2017,15,5,2017,Non-Branded Search,Mattress,SN,Tempur-Pedic,1098.4299999999998,7242,148,0,0.0
2017-04-15,4,2017,15,5,2017,Non-Branded Search,Pillow,SN,Tempur-Pedic,617.4000000000001,11281,128,0,0.0
2017-04-15,4,2017,15,5,2017,Non-Branded Search Tier 1,Mattress,SN,Tempur-Pedic,2507.4500000000003,125214,392,0,0.0
2017-04-15,4,2017,15,5,2017,Non-Branded Search Tier 1,Pillow,SN,Tempur-Pedic,2625.87,268259,724,0,0.0
2017-04-15,4,2017,15,5,2017,Remarketing,Mattress,DN,Tempur-Pedic,258.18999999999994,116492,261,0,0.0
2017-04-15,4,2017,15,5,2017,Remarketing,Pillow,DN,Tempur-Pedic,17.62,12204,27,0,0.0
2017-04-15,4,2017,15,5,2017,Shopping,Mattress,SN,Tempur-Pedic,1487.9400000000003,22281,234,0,0.0
2017-04-15,4,2017,15,5,2017,Shopping,Pillow,SN,Tempur-Pedic,1473.75,31651,337,0,0.0
2017-04-16,4,2017,15,6,2017,Branded Search,Mattress,SN,Tempur-Pedic,6528.039999999999,20944,2702,0,0.0
2017-04-16,4,2017,15,6,2017,Branded Search,Pillow,SN,Tempur-Pedic,285.04000000000013,3627,220,0,0.0
2017-04-16,4,2017,15,6,2017,Competitor,Mattress,SN,Tempur-Pedic,202.17000000000002,519,11,0,0.0
2017-04-16,4,2017,15,6,2017,Competitor,Other,SN,Tempur-Pedic,37.92,243,3,0,0.0
2017-04-16,4,2017,15,6,2017,Competitor,Pillow,SN,Tempur-Pedic,84.26,5138,8,0,0.0
2017-04-16,4,2017,15,6,2017,Dynamic Remarketing,Mattress,DN,Tempur-Pedic,304.21,173681,162,0,0.0
2017-04-16,4,2017,15,6,2017,Mattress Firm,Mattress,SN,Tempur-Pedic,4650.9400000000005,15324,521,0,0.0
2017-04-16,4,2017,15,6,2017,Non-Branded Search,Mattress,SN,Tempur-Pedic,928.2900000000001,7998,135,0,0.0
2017-04-16,4,2017,15,6,2017,Non-Branded Search,Pillow,SN,Tempur-Pedic,713.8800000000001,11862,154,0,0.0
2017-04-16,4,2017,15,6,2017,Non-Branded Search Tier 1,Mattress,SN,Tempur-Pedic,2673.35,123129,431,0,0.0
2017-04-16,4,2017,15,6,2017,Non-Branded Search Tier 1,Pillow,SN,Tempur-Pedic,2516.9500000000003,257236,689,0,0.0
2017-04-16,4,2017,15,6,2017,Remarketing,Mattress,DN,Tempur-Pedic,216.98,99421,235,0,0.0
2017-04-16,4,2017,15,6,2017,Remarketing,Pillow,DN,Tempur-Pedic,19.79,13476,28,0,0.0
2017-04-16,4,2017,15,6,2017,Shopping,Mattress,SN,Tempur-Pedic,1503.19,29969,223,0,0.0
2017-04-16,4,2017,15,6,2017,Shopping,Pillow,SN,Tempur-Pedic,1289.8600000000001,29388,331,0,0.0
2017-04-17,4,2017,15,7,2017,Branded Search,Mattress,SN,Tempur-Pedic,7074.540000000001,23849,2900,0,0.0
2017-04-17,4,2017,15,7,2017,Branded Search,Pillow,SN,Tempur-Pedic,321.21,4819,263,0,0.0
2017-04-17,4,2017,15,7,2017,Competitor,Mattress,SN,Tempur-Pedic,146.46,710,8,0,0.0
2017-04-17,4,2017,15,7,2017,Competitor,Other,SN,Tempur-Pedic,84.7,277,5,0,0.0
2017-04-17,4,2017,15,7,2017,Competitor,Pillow,SN,Tempur-Pedic,70.38,6757,11,0,0.0
2017-04-17,4,2017,15,7,2017,Dynamic Remarketing,Mattress,DN,Tempur-Pedic,369.57,253875,254,0,0.0
2017-04-17,4,2017,15,7,2017,Mattress Firm,Mattress,SN,Tempur-Pedic,7872.919999999996,22098,664,0,0.0
2017-04-17,4,2017,15,7,2017,Non-Branded Search,Mattress,SN,Tempur-Pedic,1699.5600000000002,8822,160,0,0.0
2017-04-17,4,2017,15,7,2017,Non-Branded Search,Pillow,SN,Tempur-Pedic,732.5500000000002,15392,170,0,0.0
2017-04-17,4,2017,15,7,2017,Non-Branded Search Tier 1,Mattress,SN,Tempur-Pedic,3315.9600000000005,118168,451,0,0.0
2017-04-17,4,2017,15,7,2017,Non-Branded Search Tier 1,Pillow,SN,Tempur-Pedic,2953.270000000001,298978,895,0,0.0
2017-04-17,4,2017,15,7,2017,Remarketing,Mattress,DN,Tempur-Pedic,181.1399999999999,82250,170,0,0.0
2017-04-17,4,2017,15,7,2017,Remarketing,Pillow,DN,Tempur-Pedic,13.71,13841,26,0,0.0
2017-04-17,4,2017,15,7,2017,Shopping,Mattress,SN,Tempur-Pedic,4158.259999999999,74287,627,0,0.0
2017-04-17,4,2017,15,7,2017,Shopping,Pillow,SN,Tempur-Pedic,1910.71,35417,461,0,0.0
2017-04-18,4,2017,16,1,2017,Branded Search,Mattress,SN,Tempur-Pedic,6735.4299999999985,22642,2873,0,0.0
2017-04-18,4,2017,16,1,2017,Branded Search,Pillow,SN,Tempur-Pedic,282.1799999999999,4446,258,0,0.0
2017-04-18,4,2017,16,1,2017,Competitor,Mattress,SN,Tempur-Pedic,223.79999999999998,1965,15,0,0.0
2017-04-18,4,2017,16,1,2017,Competitor,Other,SN,Tempur-Pedic,20.02,275,2,0,0.0
2017-04-18,4,2017,16,1,2017,Competitor,Pillow,SN,Tempur-Pedic,160.21,6552,16,0,0.0
2017-04-18,4,2017,16,1,2017,Dynamic Remarketing,Mattress,DN,Tempur-Pedic,402.44,337548,299,0,0.0
2017-04-18,4,2017,16,1,2017,Mattress Firm,Mattress,SN,Tempur-Pedic,6698.84,19441,521,0,0.0
2017-04-18,4,2017,16,1,2017,Non-Branded Search,Mattress,SN,Tempur-Pedic,1701.54,6200,141,0,0.0
2017-04-18,4,2017,16,1,2017,Non-Branded Search,Pillow,SN,Tempur-Pedic,590.96,13488,144,0,0.0
2017-04-18,4,2017,16,1,2017,Non-Branded Search Tier 1,Mattress,SN,Tempur-Pedic,6597.5599999999995,141783,690,0,0.0
2017-04-18,4,2017,16,1,2017,Non-Branded Search Tier 1,Pillow,SN,Tempur-Pedic,2808.3399999999992,330752,810,0,0.0
2017-04-18,4,2017,16,1,2017,Remarketing,Mattress,DN,Tempur-Pedic,269.29,117130,232,0,0.0
2017-04-18,4,2017,16,1,2017,Remarketing,Pillow,DN,Tempur-Pedic,25.900000000000002,15194,32,0,0.0
2017-04-18,4,2017,16,1,2017,Shopping,Mattress,SN,Tempur-Pedic,5248.190000000001,83753,708,0,0.0
2017-04-18,4,2017,16,1,2017,Shopping,Pillow,SN,Tempur-Pedic,1964.9499999999998,36151,440,0,0.0
2017-04-19,4,2017,16,2,2017,Branded Search,Mattress,SN,Tempur-Pedic,7214.959999999998,22836,2874,0,0.0
2017-04-19,4,2017,16,2,2017,Branded Search,Pillow,SN,Tempur-Pedic,287.2699999999999,4025,225,0,0.0
2017-04-19,4,2017,16,2,2017,Competitor,Mattress,SN,Tempur-Pedic,402.54,10120,26,0,0.0
2017-04-19,4,2017,16,2,2017,Competitor,Other,SN,Tempur-Pedic,89.91,200,4,0,0.0
2017-04-19,4,2017,16,2,2017,Competitor,Pillow,SN,Tempur-Pedic,92.6,7395,13,0,0.0
2017-04-19,4,2017,16,2,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,1541.9499999999998,1678211,3426,0,0.0
2017-04-19,4,2017,16,2,2017,Dynamic Remarketing,Mattress,DN,Tempur-Pedic,482.61,528236,425,0,0.0
2017-04-19,4,2017,16,2,2017,Mattress Firm,Mattress,SN,Tempur-Pedic,7899.050000000001,17495,629,0,0.0
2017-04-19,4,2017,16,2,2017,Non-Branded Search,Mattress,SN,Tempur-Pedic,2250.65,10169,191,0,0.0
2017-04-19,4,2017,16,2,2017,Non-Branded Search,Pillow,SN,Tempur-Pedic,476.64,9830,103,0,0.0
2017-04-19,4,2017,16,2,2017,Non-Branded Search Tier 1,Mattress,SN,Tempur-Pedic,7676.46,140092,707,0,0.0
2017-04-19,4,2017,16,2,2017,Non-Branded Search Tier 1,Pillow,SN,Tempur-Pedic,2127.4400000000005,271837,625,0,0.0
2017-04-19,4,2017,16,2,2017,Remarketing,Mattress,DN,Tempur-Pedic,268.04,124061,236,0,0.0
2017-04-19,4,2017,16,2,2017,Remarketing,Pillow,DN,Tempur-Pedic,25.989999999999995,10750,23,0,0.0
2017-04-19,4,2017,16,2,2017,Shopping,Mattress,SN,Tempur-Pedic,5643.69,88875,770,0,0.0
2017-04-19,4,2017,16,2,2017,Shopping,Pillow,SN,Tempur-Pedic,1737.3,36727,402,0,0.0
2017-04-20,4,2017,16,3,2017,Branded Search,Mattress,SN,Tempur-Pedic,5778.2999999999965,19477,2318,0,0.0
2017-04-20,4,2017,16,3,2017,Branded Search,Pillow,SN,Tempur-Pedic,278.92,4020,231,0,0.0
2017-04-20,4,2017,16,3,2017,Competitor,Mattress,SN,Tempur-Pedic,308.65,8542,19,0,0.0
2017-04-20,4,2017,16,3,2017,Competitor,Other,SN,Tempur-Pedic,112.34,283,4,0,0.0
2017-04-20,4,2017,16,3,2017,Competitor,Pillow,SN,Tempur-Pedic,179.69000000000003,7730,22,0,0.0
2017-04-20,4,2017,16,3,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,1504.7,1717263,3310,0,0.0
2017-04-20,4,2017,16,3,2017,Display Acquisition,Other,DN,Tempur-Pedic,117.72000000000001,161214,244,0,0.0
2017-04-20,4,2017,16,3,2017,Dynamic Remarketing,Mattress,DN,Tempur-Pedic,517.82,467071,500,0,0.0
2017-04-20,4,2017,16,3,2017,Mattress Firm,Mattress,SN,Tempur-Pedic,6354.38,13077,545,0,0.0
2017-04-20,4,2017,16,3,2017,Non-Branded Search,Mattress,SN,Tempur-Pedic,2434.039999999999,12226,234,0,0.0
2017-04-20,4,2017,16,3,2017,Non-Branded Search,Pillow,SN,Tempur-Pedic,815.9600000000004,13220,168,0,0.0
2017-04-20,4,2017,16,3,2017,Non-Branded Search Tier 1,Mattress,SN,Tempur-Pedic,6526.1900000000005,155986,644,0,0.0
2017-04-20,4,2017,16,3,2017,Non-Branded Search Tier 1,Pillow,SN,Tempur-Pedic,2294.9299999999994,285032,664,0,0.0
2017-04-20,4,2017,16,3,2017,Remarketing,Mattress,DN,Tempur-Pedic,285.03,143686,277,0,0.0
2017-04-20,4,2017,16,3,2017,Remarketing,Pillow,DN,Tempur-Pedic,3.94,4929,7,0,0.0
2017-04-20,4,2017,16,3,2017,Shopping,Mattress,SN,Tempur-Pedic,5549.060000000001,90433,695,0,0.0
2017-04-20,4,2017,16,3,2017,Shopping,Pillow,SN,Tempur-Pedic,1993.1599999999999,35149,441,0,0.0
2017-04-21,4,2017,16,4,2017,Branded Search,Mattress,SN,Tempur-Pedic,5402.1,19109,2131,0,0.0
2017-04-21,4,2017,16,4,2017,Branded Search,Pillow,SN,Tempur-Pedic,340.92,3909,248,0,0.0
2017-04-21,4,2017,16,4,2017,Competitor,Mattress,SN,Tempur-Pedic,332.95000000000005,7682,28,0,0.0
2017-04-21,4,2017,16,4,2017,Competitor,Other,SN,Tempur-Pedic,22.48,286,1,0,0.0
2017-04-21,4,2017,16,4,2017,Competitor,Pillow,SN,Tempur-Pedic,85.99999999999999,6579,15,0,0.0
2017-04-21,4,2017,16,4,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,1516.05,1363332,3070,0,0.0
2017-04-21,4,2017,16,4,2017,Display Acquisition,Other,DN,Tempur-Pedic,116.22,147102,262,0,0.0
2017-04-21,4,2017,16,4,2017,Dynamic Remarketing,Mattress,DN,Tempur-Pedic,326.79,177584,245,0,0.0
2017-04-21,4,2017,16,4,2017,Mattress Firm,Mattress,SN,Tempur-Pedic,6354.970000000001,12852,499,0,0.0
2017-04-21,4,2017,16,4,2017,Non-Branded Search,Mattress,SN,Tempur-Pedic,2370.5300000000007,12231,205,0,0.0
2017-04-21,4,2017,16,4,2017,Non-Branded Search,Pillow,SN,Tempur-Pedic,564.98,9810,117,0,0.0
2017-04-21,4,2017,16,4,2017,Non-Branded Search Tier 1,Mattress,SN,Tempur-Pedic,6428.700000000002,131221,627,0,0.0
2017-04-21,4,2017,16,4,2017,Non-Branded Search Tier 1,Pillow,SN,Tempur-Pedic,2020.11,242867,532,0,0.0
2017-04-21,4,2017,16,4,2017,Remarketing,Mattress,DN,Tempur-Pedic,271.60999999999996,106411,225,0,0.0
2017-04-21,4,2017,16,4,2017,Remarketing,Pillow,DN,Tempur-Pedic,41.01,7373,16,0,0.0
2017-04-21,4,2017,16,4,2017,Shopping,Mattress,SN,Tempur-Pedic,5762.57,97349,775,0,0.0
2017-04-21,4,2017,16,4,2017,Shopping,Pillow,SN,Tempur-Pedic,1659.01,33233,336,0,0.0
2017-04-22,4,2017,16,5,2017,Branded Search,Mattress,SN,Tempur-Pedic,8871.350000000002,25383,3128,0,0.0
2017-04-22,4,2017,16,5,2017,Branded Search,Pillow,SN,Tempur-Pedic,393.48,4751,314,0,0.0
2017-04-22,4,2017,16,5,2017,Competitor,Mattress,SN,Tempur-Pedic,363.83,6533,23,0,0.0
2017-04-22,4,2017,16,5,2017,Competitor,Other,SN,Tempur-Pedic,92.40000000000002,238,5,0,0.0
2017-04-22,4,2017,16,5,2017,Competitor,Pillow,SN,Tempur-Pedic,144.35,6548,15,0,0.0
2017-04-22,4,2017,16,5,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,1469.5299999999997,974678,2970,0,0.0
2017-04-22,4,2017,16,5,2017,Display Acquisition,Other,DN,Tempur-Pedic,120.26999999999997,164183,316,0,0.0
2017-04-22,4,2017,16,5,2017,Dynamic Remarketing,Mattress,DN,Tempur-Pedic,224.14,220185,204,0,0.0
2017-04-22,4,2017,16,5,2017,Mattress Firm,Mattress,SN,Tempur-Pedic,6464.39,15372,565,0,0.0
2017-04-22,4,2017,16,5,2017,Non-Branded Search,Mattress,SN,Tempur-Pedic,2445.9700000000003,11791,194,0,0.0
2017-04-22,4,2017,16,5,2017,Non-Branded Search,Pillow,SN,Tempur-Pedic,744.7,11815,164,0,0.0
2017-04-22,4,2017,16,5,2017,Non-Branded Search Tier 1,Mattress,SN,Tempur-Pedic,6561.86,144610,637,0,0.0
2017-04-22,4,2017,16,5,2017,Non-Branded Search Tier 1,Pillow,SN,Tempur-Pedic,2697.9300000000003,291431,804,0,0.0
2017-04-22,4,2017,16,5,2017,Remarketing,Mattress,DN,Tempur-Pedic,202.05,121628,243,0,0.0
2017-04-22,4,2017,16,5,2017,Remarketing,Pillow,DN,Tempur-Pedic,14.39,7446,13,0,0.0
2017-04-22,4,2017,16,5,2017,Shopping,Mattress,SN,Tempur-Pedic,6045.360000000001,118395,910,0,0.0
2017-04-22,4,2017,16,5,2017,Shopping,Pillow,SN,Tempur-Pedic,1804.0100000000002,36738,419,0,0.0
2017-04-23,4,2017,16,6,2017,Branded Search,Mattress,SN,Tempur-Pedic,8768.4,27140,3258,0,0.0
2017-04-23,4,2017,16,6,2017,Branded Search,Pillow,SN,Tempur-Pedic,314.13,5147,300,0,0.0
2017-04-23,4,2017,16,6,2017,Competitor,Mattress,SN,Tempur-Pedic,413.91,6449,28,0,0.0
2017-04-23,4,2017,16,6,2017,Competitor,Other,SN,Tempur-Pedic,92.33000000000001,336,5,0,0.0
2017-04-23,4,2017,16,6,2017,Competitor,Pillow,SN,Tempur-Pedic,206.70999999999998,7318,21,0,0.0
2017-04-23,4,2017,16,6,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,1488.03,949187,3065,0,0.0
2017-04-23,4,2017,16,6,2017,Display Acquisition,Other,DN,Tempur-Pedic,122.49000000000004,151708,297,0,0.0
2017-04-23,4,2017,16,6,2017,Dynamic Remarketing,Mattress,DN,Tempur-Pedic,262.71,174542,173,0,0.0
2017-04-23,4,2017,16,6,2017,Mattress Firm,Mattress,SN,Tempur-Pedic,6284.96,14805,508,0,0.0
2017-04-23,4,2017,16,6,2017,Non-Branded Search,Mattress,SN,Tempur-Pedic,2447.13,13636,218,0,0.0
2017-04-23,4,2017,16,6,2017,Non-Branded Search,Pillow,SN,Tempur-Pedic,901.16,13724,202,0,0.0
