bing_date,bing_month,bing_year,bing_isoweek,bing_isodow,bing_isoyear,bing_channel_group,bing_product_group,bing_sub_channel,bing_advertiser,bing_cost,bing_impressions,bing_clicks,bing_video_views,bing_video_completes
2017-05-03,5,2017,18,2,2017,Branded Search,Mattress,SN,Tempur-Pedic,21344.160000000007,224850,4176,0,0.0
2017-05-03,5,2017,18,2,2017,Branded Search,Pillow,SN,Tempur-Pedic,4244.9,291548,1129,0,0.0
2017-05-03,5,2017,18,2,2017,Competitor Search,Mattress,SN,Tempur-Pedic,9864.619999999999,26150,600,0,0.0
2017-05-03,5,2017,18,2,2017,Competitor Search,Other,SN,Tempur-Pedic,139.71,288,7,0,0.0
2017-05-03,5,2017,18,2,2017,Competitor Search,Pillow,SN,Tempur-Pedic,114.25,7947,14,0,0.0
2017-05-03,5,2017,18,2,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,1462.05,1319211,2086,0,0.0
2017-05-03,5,2017,18,2,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,672.7699999999999,182025,331,0,0.0
2017-05-03,5,2017,18,2,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,18.150000000000002,19230,27,0,0.0
2017-05-03,5,2017,18,2,2017,Shopping,Mattress,SN,Tempur-Pedic,5916.420000000001,96454,765,0,0.0
2017-05-03,5,2017,18,2,2017,Shopping,Pillow,SN,Tempur-Pedic,1358.8600000000001,36768,373,0,0.0
2017-05-04,5,2017,18,3,2017,Branded Search,Mattress,SN,Tempur-Pedic,19385.689999999995,216043,3558,0,0.0
2017-05-04,5,2017,18,3,2017,Branded Search,Pillow,SN,Tempur-Pedic,4278.079999999999,287884,1122,0,0.0
2017-05-04,5,2017,18,3,2017,Competitor Search,Mattress,SN,Tempur-Pedic,8494.949999999999,24681,547,0,0.0
2017-05-04,5,2017,18,3,2017,Competitor Search,Other,SN,Tempur-Pedic,42.31,330,3,0,0.0
2017-05-04,5,2017,18,3,2017,Competitor Search,Pillow,SN,Tempur-Pedic,48.74,7191,6,0,0.0
2017-05-04,5,2017,18,3,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,1431.8800000000006,1560666,2101,0,0.0
2017-05-04,5,2017,18,3,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,626.74,214175,358,0,0.0
2017-05-04,5,2017,18,3,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,55.400000000000006,36646,46,0,0.0
2017-05-04,5,2017,18,3,2017,Shopping,Mattress,SN,Tempur-Pedic,7134.29,102867,976,0,0.0
2017-05-04,5,2017,18,3,2017,Shopping,Pillow,SN,Tempur-Pedic,1832.8200000000002,38635,428,0,0.0
2017-05-05,5,2017,18,4,2017,Branded Search,Mattress,SN,Tempur-Pedic,22784.639999999996,229149,3844,0,0.0
2017-05-05,5,2017,18,4,2017,Branded Search,Pillow,SN,Tempur-Pedic,4538.7,285413,1091,0,0.0
2017-05-05,5,2017,18,4,2017,Competitor Search,Mattress,SN,Tempur-Pedic,9503.170000000002,25233,555,0,0.0
2017-05-05,5,2017,18,4,2017,Competitor Search,Other,SN,Tempur-Pedic,102.47,271,7,0,0.0
2017-05-05,5,2017,18,4,2017,Competitor Search,Pillow,SN,Tempur-Pedic,156.06000000000003,6159,18,0,0.0
2017-05-05,5,2017,18,4,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,2917.0199999999995,3235512,4512,0,0.0
2017-05-05,5,2017,18,4,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,723.6199999999998,170119,346,0,0.0
2017-05-05,5,2017,18,4,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,68.89000000000001,25958,43,0,0.0
2017-05-05,5,2017,18,4,2017,Shopping,Mattress,SN,Tempur-Pedic,5674.08,103699,871,0,0.0
2017-05-05,5,2017,18,4,2017,Shopping,Pillow,SN,Tempur-Pedic,1743.33,38219,443,0,0.0
2017-05-06,5,2017,18,5,2017,Branded Search,Mattress,SN,Tempur-Pedic,25798.879999999994,245951,4770,0,0.0
2017-05-06,5,2017,18,5,2017,Branded Search,Pillow,SN,Tempur-Pedic,4615.9900000000025,299226,1265,0,0.0
2017-05-06,5,2017,18,5,2017,Competitor Search,Mattress,SN,Tempur-Pedic,9468.1,27300,585,0,0.0
2017-05-06,5,2017,18,5,2017,Competitor Search,Other,SN,Tempur-Pedic,115.8,171,3,0,0.0
2017-05-06,5,2017,18,5,2017,Competitor Search,Pillow,SN,Tempur-Pedic,179.65000000000003,5894,22,0,0.0
2017-05-06,5,2017,18,5,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,2835.2700000000004,2740396,4101,0,0.0
2017-05-06,5,2017,18,5,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,767.7500000000002,173206,358,0,0.0
2017-05-06,5,2017,18,5,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,65.45,29323,41,0,0.0
2017-05-06,5,2017,18,5,2017,Shopping,Mattress,SN,Tempur-Pedic,5837.910000000001,104621,834,0,0.0
2017-05-06,5,2017,18,5,2017,Shopping,Pillow,SN,Tempur-Pedic,1602.3600000000001,40326,433,0,0.0
2017-05-07,5,2017,18,6,2017,Branded Search,Mattress,SN,Tempur-Pedic,26974.329999999998,266110,5111,0,0.0
2017-05-07,5,2017,18,6,2017,Branded Search,Pillow,SN,Tempur-Pedic,4872.520000000002,311839,1307,0,0.0
2017-05-07,5,2017,18,6,2017,Competitor Search,Mattress,SN,Tempur-Pedic,9578.29,26461,579,0,0.0
2017-05-07,5,2017,18,6,2017,Competitor Search,Other,SN,Tempur-Pedic,62.31,375,5,0,0.0
2017-05-07,5,2017,18,6,2017,Competitor Search,Pillow,SN,Tempur-Pedic,144.49,7163,16,0,0.0
2017-05-07,5,2017,18,6,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,2665.12,2788232,3956,0,0.0
2017-05-07,5,2017,18,6,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,774.9699999999999,261391,446,0,0.0
2017-05-07,5,2017,18,6,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,70.21,34041,54,0,0.0
2017-05-07,5,2017,18,6,2017,Shopping,Mattress,SN,Tempur-Pedic,6738.85,114292,974,0,0.0
2017-05-07,5,2017,18,6,2017,Shopping,Pillow,SN,Tempur-Pedic,2057.38,41134,524,0,0.0
2017-05-08,5,2017,18,7,2017,Branded Search,Mattress,SN,Tempur-Pedic,26989.86000000002,279474,4756,0,0.0
2017-05-08,5,2017,18,7,2017,Branded Search,Pillow,SN,Tempur-Pedic,5051.4,335617,1280,0,0.0
2017-05-08,5,2017,18,7,2017,Competitor Search,Mattress,DN,Tempur-Pedic,3.2,319,2,0,0.0
2017-05-08,5,2017,18,7,2017,Competitor Search,Mattress,SN,Tempur-Pedic,8753.509999999998,29514,518,0,0.0
2017-05-08,5,2017,18,7,2017,Competitor Search,Other,DN,Tempur-Pedic,0.95,51,1,0,0.0
2017-05-08,5,2017,18,7,2017,Competitor Search,Other,SN,Tempur-Pedic,115.25,426,11,0,0.0
2017-05-08,5,2017,18,7,2017,Competitor Search,Pillow,SN,Tempur-Pedic,170.76999999999998,8527,21,0,0.0
2017-05-08,5,2017,18,7,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,3003.9800000000023,3186655,4349,0,0.0
2017-05-08,5,2017,18,7,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,1052.1299999999999,380679,638,0,0.0
2017-05-08,5,2017,18,7,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,46.790000000000006,21581,36,0,0.0
2017-05-08,5,2017,18,7,2017,Shopping,Mattress,SN,Tempur-Pedic,6075.9800000000005,109621,802,0,0.0
2017-05-08,5,2017,18,7,2017,Shopping,Pillow,SN,Tempur-Pedic,2260.37,47395,557,0,0.0
2017-05-09,5,2017,19,1,2017,Branded Search,Mattress,SN,Tempur-Pedic,26529.010000000006,303160,4836,0,0.0
2017-05-09,5,2017,19,1,2017,Branded Search,Pillow,SN,Tempur-Pedic,5502.44,401639,1313,0,0.0
2017-05-09,5,2017,19,1,2017,Competitor Search,Mattress,DN,Tempur-Pedic,4.36,456,2,0,0.0
2017-05-09,5,2017,19,1,2017,Competitor Search,Mattress,SN,Tempur-Pedic,8053.229999999999,25162,404,0,0.0
2017-05-09,5,2017,19,1,2017,Competitor Search,Other,DN,Tempur-Pedic,0.32,213,2,0,0.0
2017-05-09,5,2017,19,1,2017,Competitor Search,Other,SN,Tempur-Pedic,98.35000000000001,637,8,0,0.0
2017-05-09,5,2017,19,1,2017,Competitor Search,Pillow,SN,Tempur-Pedic,140.29999999999998,7671,17,0,0.0
2017-05-09,5,2017,19,1,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,3325.9299999999967,3102920,4461,0,0.0
2017-05-09,5,2017,19,1,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,893.3700000000001,498625,734,0,0.0
2017-05-09,5,2017,19,1,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,10.36,12015,15,0,0.0
2017-05-09,5,2017,19,1,2017,Shopping,Mattress,SN,Tempur-Pedic,5324.82,95071,755,0,0.0
2017-05-09,5,2017,19,1,2017,Shopping,Pillow,SN,Tempur-Pedic,1701.36,44534,451,0,0.0
2017-05-10,5,2017,19,2,2017,Branded Search,Mattress,SN,Tempur-Pedic,28657.280000000013,266342,4928,0,0.0
2017-05-10,5,2017,19,2,2017,Branded Search,Pillow,SN,Tempur-Pedic,5574.43,352449,1382,0,0.0
2017-05-10,5,2017,19,2,2017,Competitor Search,Mattress,DN,Tempur-Pedic,42.72,2157,29,0,0.0
2017-05-10,5,2017,19,2,2017,Competitor Search,Mattress,SN,Tempur-Pedic,8369.570000000002,24241,414,0,0.0
2017-05-10,5,2017,19,2,2017,Competitor Search,Other,DN,Tempur-Pedic,0.54,183,1,0,0.0
2017-05-10,5,2017,19,2,2017,Competitor Search,Other,SN,Tempur-Pedic,60.14,575,4,0,0.0
2017-05-10,5,2017,19,2,2017,Competitor Search,Pillow,SN,Tempur-Pedic,108.49999999999999,7717,13,0,0.0
2017-05-10,5,2017,19,2,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,3193.340000000001,2471825,4169,0,0.0
2017-05-10,5,2017,19,2,2017,Display Acquisition,Mattress,YT,Tempur-Pedic,1561.6699999999994,99053,142,30003,30288.0
2017-05-10,5,2017,19,2,2017,Display Acquisition,Other,DN,Tempur-Pedic,41.74000000000001,58007,90,0,0.0
2017-05-10,5,2017,19,2,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,930.0699999999997,483006,721,0,0.0
2017-05-10,5,2017,19,2,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,0.04,5,0,3,3.0
2017-05-10,5,2017,19,2,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,23.919999999999998,13230,24,0,0.0
2017-05-10,5,2017,19,2,2017,Shopping,Mattress,SN,Tempur-Pedic,4742.21,91334,761,0,0.0
2017-05-10,5,2017,19,2,2017,Shopping,Pillow,SN,Tempur-Pedic,1987.11,40935,481,0,0.0
2017-05-11,5,2017,19,3,2017,Branded Search,Mattress,SN,Tempur-Pedic,26437.339999999986,263422,4593,0,0.0
2017-05-11,5,2017,19,3,2017,Branded Search,Pillow,SN,Tempur-Pedic,5163.159999999997,329915,1278,0,0.0
2017-05-11,5,2017,19,3,2017,Competitor Search,Mattress,DN,Tempur-Pedic,19.53,666,12,0,0.0
2017-05-11,5,2017,19,3,2017,Competitor Search,Mattress,SN,Tempur-Pedic,9035.2,23637,480,0,0.0
2017-05-11,5,2017,19,3,2017,Competitor Search,Other,DN,Tempur-Pedic,0.43,314,1,0,0.0
2017-05-11,5,2017,19,3,2017,Competitor Search,Other,SN,Tempur-Pedic,105.99,670,7,0,0.0
2017-05-11,5,2017,19,3,2017,Competitor Search,Pillow,SN,Tempur-Pedic,74.17,6869,10,0,0.0
2017-05-11,5,2017,19,3,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,3018.1499999999987,2307149,4069,0,0.0
2017-05-11,5,2017,19,3,2017,Display Acquisition,Mattress,YT,Tempur-Pedic,1485.1899999999998,94358,178,30785,31193.0
2017-05-11,5,2017,19,3,2017,Display Acquisition,Other,DN,Tempur-Pedic,40.29,42461,77,0,0.0
2017-05-11,5,2017,19,3,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,781.4900000000001,387566,515,0,0.0
2017-05-11,5,2017,19,3,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,0.22,39,0,16,16.0
2017-05-11,5,2017,19,3,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,67.13,26785,45,0,0.0
2017-05-11,5,2017,19,3,2017,Shopping,Mattress,SN,Tempur-Pedic,5837.95,92012,802,0,0.0
2017-05-11,5,2017,19,3,2017,Shopping,Pillow,SN,Tempur-Pedic,1897.3000000000002,45867,507,0,0.0
2017-05-12,5,2017,19,4,2017,Branded Search,Mattress,SN,Tempur-Pedic,28017.03999999998,284948,4478,0,0.0
2017-05-12,5,2017,19,4,2017,Branded Search,Pillow,SN,Tempur-Pedic,4924.620000000002,313694,1239,0,0.0
2017-05-12,5,2017,19,4,2017,Competitor Search,Mattress,DN,Tempur-Pedic,56.49,1709,13,0,0.0
2017-05-12,5,2017,19,4,2017,Competitor Search,Mattress,SN,Tempur-Pedic,8227.25,24186,399,0,0.0
2017-05-12,5,2017,19,4,2017,Competitor Search,Other,DN,Tempur-Pedic,11.510000000000002,1375,9,0,0.0
2017-05-12,5,2017,19,4,2017,Competitor Search,Other,SN,Tempur-Pedic,107.41,446,8,0,0.0
2017-05-12,5,2017,19,4,2017,Competitor Search,Pillow,SN,Tempur-Pedic,84.95,6015,11,0,0.0
2017-05-12,5,2017,19,4,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,4748.640000000002,3133783,6043,0,0.0
2017-05-12,5,2017,19,4,2017,Display Acquisition,Mattress,YT,Tempur-Pedic,1483.87,98073,233,32144,32611.0
2017-05-12,5,2017,19,4,2017,Display Acquisition,Other,DN,Tempur-Pedic,39.550000000000004,50790,78,0,0.0
2017-05-12,5,2017,19,4,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,914.4499999999997,305609,498,0,0.0
2017-05-12,5,2017,19,4,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,0.36000000000000004,59,0,27,27.0
2017-05-12,5,2017,19,4,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,38.21,15034,28,0,0.0
2017-05-12,5,2017,19,4,2017,Shopping,Mattress,SN,Tempur-Pedic,4963.04,87981,781,0,0.0
2017-05-12,5,2017,19,4,2017,Shopping,Pillow,SN,Tempur-Pedic,1913.9299999999998,45364,550,0,0.0
2017-05-13,5,2017,19,5,2017,Branded Search,Mattress,SN,Tempur-Pedic,37024.58,275150,5358,0,0.0
2017-05-13,5,2017,19,5,2017,Branded Search,Pillow,SN,Tempur-Pedic,6049.78,313802,1487,0,0.0
2017-05-13,5,2017,19,5,2017,Competitor Search,Mattress,DN,Tempur-Pedic,43.84,1204,8,0,0.0
2017-05-13,5,2017,19,5,2017,Competitor Search,Mattress,SN,Tempur-Pedic,9161.0,30788,571,0,0.0
2017-05-13,5,2017,19,5,2017,Competitor Search,Other,DN,Tempur-Pedic,6.24,1230,4,0,0.0
2017-05-13,5,2017,19,5,2017,Competitor Search,Other,SN,Tempur-Pedic,112.73000000000002,353,8,0,0.0
2017-05-13,5,2017,19,5,2017,Competitor Search,Pillow,SN,Tempur-Pedic,271.05,9616,45,0,0.0
2017-05-13,5,2017,19,5,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,6027.050000000001,4271674,8005,0,0.0
2017-05-13,5,2017,19,5,2017,Display Acquisition,Mattress,YT,Tempur-Pedic,1486.43,111845,233,35484,35796.0
2017-05-13,5,2017,19,5,2017,Display Acquisition,Other,DN,Tempur-Pedic,41.29,54157,82,0,0.0
2017-05-13,5,2017,19,5,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,1302.3600000000004,368087,641,0,0.0
2017-05-13,5,2017,19,5,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,0.81,127,0,73,73.0
2017-05-13,5,2017,19,5,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,42.099999999999994,24739,49,0,0.0
2017-05-13,5,2017,19,5,2017,Shopping,Mattress,SN,Tempur-Pedic,6668.609999999999,102750,986,0,0.0
2017-05-13,5,2017,19,5,2017,Shopping,Pillow,SN,Tempur-Pedic,1868.95,51439,606,0,0.0
2017-05-14,5,2017,19,6,2017,Branded Search,Mattress,SN,Tempur-Pedic,40733.979999999996,310938,6207,0,0.0
2017-05-14,5,2017,19,6,2017,Branded Search,Pillow,SN,Tempur-Pedic,6289.3200000000015,322001,1382,0,0.0
2017-05-14,5,2017,19,6,2017,Competitor Search,Mattress,DN,Tempur-Pedic,62.3,2163,17,0,0.0
2017-05-14,5,2017,19,6,2017,Competitor Search,Mattress,SN,Tempur-Pedic,9831.960000000003,28029,576,0,0.0
2017-05-14,5,2017,19,6,2017,Competitor Search,Other,DN,Tempur-Pedic,13.919999999999998,2061,7,0,0.0
2017-05-14,5,2017,19,6,2017,Competitor Search,Other,SN,Tempur-Pedic,130.36,395,7,0,0.0
2017-05-14,5,2017,19,6,2017,Competitor Search,Pillow,SN,Tempur-Pedic,182.88,9823,34,0,0.0
2017-05-14,5,2017,19,6,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,6104.519999999998,4233932,7861,0,0.0
2017-05-14,5,2017,19,6,2017,Display Acquisition,Mattress,YT,Tempur-Pedic,1487.97,116063,266,36623,36871.0
2017-05-14,5,2017,19,6,2017,Display Acquisition,Other,DN,Tempur-Pedic,39.42,30081,65,0,0.0
2017-05-14,5,2017,19,6,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,1084.2700000000002,476413,695,0,0.0
2017-05-14,5,2017,19,6,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,0.7500000000000001,134,0,69,71.0
2017-05-14,5,2017,19,6,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,39.04,25143,51,0,0.0
2017-05-14,5,2017,19,6,2017,Shopping,Mattress,SN,Tempur-Pedic,6498.22,97592,959,0,0.0
2017-05-14,5,2017,19,6,2017,Shopping,Pillow,SN,Tempur-Pedic,1930.73,46461,537,0,0.0
2017-05-15,5,2017,19,7,2017,Branded Search,Mattress,SN,Tempur-Pedic,47828.47999999998,312037,6831,0,0.0
2017-05-15,5,2017,19,7,2017,Branded Search,Pillow,SN,Tempur-Pedic,6270.310000000002,347304,1368,0,0.0
2017-05-15,5,2017,19,7,2017,Competitor Search,Mattress,DN,Tempur-Pedic,34.209999999999994,2553,13,0,0.0
2017-05-15,5,2017,19,7,2017,Competitor Search,Mattress,SN,Tempur-Pedic,9536.59,30772,518,0,0.0
2017-05-15,5,2017,19,7,2017,Competitor Search,Other,DN,Tempur-Pedic,3.6,210,1,0,0.0
2017-05-15,5,2017,19,7,2017,Competitor Search,Other,SN,Tempur-Pedic,102.69,378,5,0,0.0
2017-05-15,5,2017,19,7,2017,Competitor Search,Pillow,SN,Tempur-Pedic,339.40000000000003,30740,48,0,0.0
2017-05-15,5,2017,19,7,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,6208.569999999997,4624487,7539,0,0.0
2017-05-15,5,2017,19,7,2017,Display Acquisition,Mattress,YT,Tempur-Pedic,1534.4999999999998,109021,249,32994,33149.0
2017-05-15,5,2017,19,7,2017,Display Acquisition,Other,DN,Tempur-Pedic,39.800000000000004,47418,72,0,0.0
2017-05-15,5,2017,19,7,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,1656.6999999999998,481612,805,0,0.0
2017-05-15,5,2017,19,7,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,0.3000000000000001,41,0,26,26.0
2017-05-15,5,2017,19,7,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,49.589999999999996,35552,49,0,0.0
2017-05-15,5,2017,19,7,2017,Shopping,Mattress,SN,Tempur-Pedic,7025.38,103596,974,0,0.0
2017-05-15,5,2017,19,7,2017,Shopping,Pillow,SN,Tempur-Pedic,2971.09,57206,699,0,0.0
2017-05-16,5,2017,20,1,2017,Branded Search,Mattress,SN,Tempur-Pedic,49063.64999999999,296490,6798,0,0.0
2017-05-16,5,2017,20,1,2017,Branded Search,Pillow,SN,Tempur-Pedic,5992.640000000001,337698,1376,0,0.0
2017-05-16,5,2017,20,1,2017,Competitor Search,Mattress,SN,Tempur-Pedic,10064.220000000001,28789,565,0,0.0
2017-05-16,5,2017,20,1,2017,Competitor Search,Other,SN,Tempur-Pedic,126.60999999999999,429,9,0,0.0
2017-05-16,5,2017,20,1,2017,Competitor Search,Pillow,SN,Tempur-Pedic,376.05,13037,46,0,0.0
2017-05-16,5,2017,20,1,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,5113.820000000001,4342024,7276,0,0.0
2017-05-16,5,2017,20,1,2017,Display Acquisition,Mattress,YT,Tempur-Pedic,1495.8399999999995,92695,184,29405,29787.0
2017-05-16,5,2017,20,1,2017,Display Acquisition,Other,DN,Tempur-Pedic,40.67999999999999,40419,81,0,0.0
2017-05-16,5,2017,20,1,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,1781.2099999999996,401580,775,0,0.0
2017-05-16,5,2017,20,1,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,0.28,44,0,22,23.0
2017-05-16,5,2017,20,1,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,58.36000000000001,44593,57,0,0.0
2017-05-16,5,2017,20,1,2017,Shopping,Mattress,SN,Tempur-Pedic,5554.76,96664,820,0,0.0
2017-05-16,5,2017,20,1,2017,Shopping,Pillow,SN,Tempur-Pedic,2447.87,54340,629,0,0.0
2017-05-17,5,2017,20,2,2017,Branded Search,Mattress,SN,Tempur-Pedic,37651.08,254760,5890,0,0.0
2017-05-17,5,2017,20,2,2017,Branded Search,Pillow,SN,Tempur-Pedic,5450.23,296946,1262,0,0.0
2017-05-17,5,2017,20,2,2017,Competitor Search,Mattress,SN,Tempur-Pedic,10819.050000000003,27278,604,0,0.0
2017-05-17,5,2017,20,2,2017,Competitor Search,Other,SN,Tempur-Pedic,91.89,608,7,0,0.0
2017-05-17,5,2017,20,2,2017,Competitor Search,Pillow,SN,Tempur-Pedic,321.16,10440,54,0,0.0
2017-05-17,5,2017,20,2,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,4522.800000000001,4333862,7366,0,0.0
2017-05-17,5,2017,20,2,2017,Display Acquisition,Mattress,YT,Tempur-Pedic,1501.85,90876,181,27636,27943.0
2017-05-17,5,2017,20,2,2017,Display Acquisition,Other,DN,Tempur-Pedic,40.400000000000006,48265,68,0,0.0
2017-05-17,5,2017,20,2,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,1703.5700000000002,403721,714,0,0.0
2017-05-17,5,2017,20,2,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,0.3,47,0,23,25.0
2017-05-17,5,2017,20,2,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,155.93999999999997,68645,123,0,0.0
2017-05-17,5,2017,20,2,2017,Shopping,Mattress,SN,Tempur-Pedic,5392.61,92332,788,0,0.0
2017-05-17,5,2017,20,2,2017,Shopping,Pillow,SN,Tempur-Pedic,2270.2,48116,577,0,0.0
2017-05-18,5,2017,20,3,2017,Branded Search,Mattress,SN,Tempur-Pedic,38101.89000000001,251654,6030,0,0.0
2017-05-18,5,2017,20,3,2017,Branded Search,Pillow,SN,Tempur-Pedic,5084.090000000002,268635,1202,0,0.0
2017-05-18,5,2017,20,3,2017,Competitor Search,Mattress,SN,Tempur-Pedic,10708.55,24727,518,0,0.0
2017-05-18,5,2017,20,3,2017,Competitor Search,Other,SN,Tempur-Pedic,120.52,593,9,0,0.0
2017-05-18,5,2017,20,3,2017,Competitor Search,Pillow,SN,Tempur-Pedic,287.23999999999995,9680,41,0,0.0
2017-05-18,5,2017,20,3,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,4055.9299999999985,4023098,6953,0,0.0
2017-05-18,5,2017,20,3,2017,Display Acquisition,Mattress,YT,Tempur-Pedic,1489.569999999999,91788,209,26918,27282.0
2017-05-18,5,2017,20,3,2017,Display Acquisition,Other,DN,Tempur-Pedic,40.17000000000001,47132,67,0,0.0
2017-05-18,5,2017,20,3,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,1862.8799999999992,533743,987,0,0.0
2017-05-18,5,2017,20,3,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,0.3600000000000001,51,0,26,29.0
2017-05-18,5,2017,20,3,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,168.74999999999997,78978,136,0,0.0
2017-05-18,5,2017,20,3,2017,Shopping,Mattress,SN,Tempur-Pedic,5813.49,90105,837,0,0.0
2017-05-18,5,2017,20,3,2017,Shopping,Pillow,SN,Tempur-Pedic,2051.39,43088,479,0,0.0
2017-05-19,5,2017,20,4,2017,Branded Search,Mattress,SN,Tempur-Pedic,38159.099999999984,249307,6004,0,0.0
2017-05-19,5,2017,20,4,2017,Branded Search,Pillow,SN,Tempur-Pedic,4677.999999999999,250614,1161,0,0.0
2017-05-19,5,2017,20,4,2017,Competitor Search,Mattress,SN,Tempur-Pedic,11054.650000000001,24588,523,0,0.0
2017-05-19,5,2017,20,4,2017,Competitor Search,Other,SN,Tempur-Pedic,112.98,359,8,0,0.0
2017-05-19,5,2017,20,4,2017,Competitor Search,Pillow,SN,Tempur-Pedic,320.54999999999995,8864,48,0,0.0
2017-05-19,5,2017,20,4,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,4961.490000000001,4554477,8177,0,0.0
2017-05-19,5,2017,20,4,2017,Display Acquisition,Mattress,YT,Tempur-Pedic,1483.4699999999993,86972,147,25146,25455.0
2017-05-19,5,2017,20,4,2017,Display Acquisition,Other,DN,Tempur-Pedic,39.41,40929,65,0,0.0
2017-05-19,5,2017,20,4,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,1740.5499999999984,639869,1136,0,0.0
2017-05-19,5,2017,20,4,2017,Display Remarketing,Mattress,YT,Tempur-Pedic,0.4,66,0,30,32.0
2017-05-19,5,2017,20,4,2017,Display Remarketing,Pillow,DN,Tempur-Pedic,162.7,60939,115,0,0.0
2017-05-19,5,2017,20,4,2017,Remarketing,Mattress,DN,Tempur-Pedic,12.9,7176,15,0,0.0
2017-05-19,5,2017,20,4,2017,Shopping,Mattress,SN,Tempur-Pedic,6305.87,92272,879,0,0.0
2017-05-19,5,2017,20,4,2017,Shopping,Pillow,SN,Tempur-Pedic,1982.0200000000002,42793,440,0,0.0
2017-05-20,5,2017,20,5,2017,Branded Search,Mattress,SN,Tempur-Pedic,39452.4,287860,6920,0,0.0
2017-05-20,5,2017,20,5,2017,Branded Search,Pillow,SN,Tempur-Pedic,4824.870000000001,268900,1279,0,0.0
2017-05-20,5,2017,20,5,2017,Competitor Search,Mattress,SN,Tempur-Pedic,10815.53,24686,539,0,0.0
2017-05-20,5,2017,20,5,2017,Competitor Search,Other,SN,Tempur-Pedic,119.13,343,7,0,0.0
2017-05-20,5,2017,20,5,2017,Competitor Search,Pillow,SN,Tempur-Pedic,394.38000000000017,12431,56,0,0.0
2017-05-20,5,2017,20,5,2017,Display Acquisition,Mattress,DN,Tempur-Pedic,4342.480000000002,3691366,7316,0,0.0
2017-05-20,5,2017,20,5,2017,Display Acquisition,Mattress,YT,Tempur-Pedic,1483.95,99364,198,31076,31420.0
2017-05-20,5,2017,20,5,2017,Display Acquisition,Other,DN,Tempur-Pedic,39.72,44517,79,0,0.0
2017-05-20,5,2017,20,5,2017,Display Remarketing,Mattress,DN,Tempur-Pedic,1882.8700000000006,557855,1170,0,0.0
