hit_date,hit_isoweek,hit_month,hit_quarter,hit_year,hit_isoyear,hit_brandname,hit_parentcompany,hit_brandtype,hit_brandsubtype,hit_value
2017-10-15,41,10,4,2017,2017,Bed In a Box,Bed In a Box,manufacturer,disruptor,17991.0
2017-10-15,41,10,4,2017,2017,Nolah,Nolah,manufacturer,disruptor,8767.0
2017-10-15,41,10,4,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,2610.0
2017-10-15,41,10,4,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,2610.0
2017-10-22,42,10,4,2017,2017,purple,purple,manufacturer,disruptor,630706.0
2017-10-22,42,10,4,2017,2017,casper,casper,manufacturer,disruptor,269586.0
2017-10-22,42,10,4,2017,2017,Nectar,Nectar,manufacturer,disruptor,150001.0
2017-10-22,42,10,4,2017,2017,tuft & needle,tuft & needle,manufacturer,disruptor,123461.0
2017-12-31,52,12,4,2017,2017,cocoon,tsi,manufacturer,disruptor,18089.0
2017-10-22,42,10,4,2017,2017,saatva,saatva,manufacturer,disruptor,208314.0
2017-10-22,42,10,4,2017,2017,leesa,leesa,manufacturer,disruptor,130299.0
2017-10-22,42,10,4,2017,2017,loom & leaf,saatva,manufacturer,disruptor,124394.0
2017-10-22,42,10,4,2017,2017,Nest Bedding,Nest Bedding,manufacturer,disruptor,30292.0
2017-12-17,50,12,4,2017,2017,Sapira Sleep,Leesa,manufacturer,disruptor,
2017-12-17,50,12,4,2017,2017,eight bed,eight bed,manufacturer,disruptor,
2017-12-17,50,12,4,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,
2017-12-17,50,12,4,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,
2017-10-22,42,10,4,2017,2017,Helix,Helix,manufacturer,disruptor,32231.0
2017-10-22,42,10,4,2017,2017,Avocado Mattress,Avocado Mattress,manufacturer,disruptor,22397.0
2017-10-22,42,10,4,2017,2017,ghost bed,ghost bed,manufacturer,disruptor,65335.0
2017-10-22,42,10,4,2017,2017,Zen Haven,Saatva,manufacturer,disruptor,37765.0
2017-10-22,42,10,4,2017,2017,cocoon,tsi,manufacturer,disruptor,10899.0
2017-10-22,42,10,4,2017,2017,Wink Beds,Wink Beds,manufacturer,disruptor,2647.0
2017-10-22,42,10,4,2017,2017,Bed In a Box,Bed In a Box,manufacturer,disruptor,16351.0
2018-01-07,1,1,1,2018,2018,cocoon,tsi,manufacturer,disruptor,14943.0
2017-10-22,42,10,4,2017,2017,Nolah,Nolah,manufacturer,disruptor,7894.0
2017-10-22,42,10,4,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,1230.0
2017-10-22,42,10,4,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,1230.0
2017-10-29,43,10,4,2017,2017,purple,purple,manufacturer,disruptor,609884.0
2017-10-29,43,10,4,2017,2017,casper,casper,manufacturer,disruptor,300764.0
2017-10-29,43,10,4,2017,2017,Nectar,Nectar,manufacturer,disruptor,150043.0
2017-12-24,51,12,4,2017,2017,Sapira Sleep,Leesa,manufacturer,disruptor,
2017-10-29,43,10,4,2017,2017,tuft & needle,tuft & needle,manufacturer,disruptor,130208.0
2017-12-24,51,12,4,2017,2017,eight bed,eight bed,manufacturer,disruptor,
2017-12-24,51,12,4,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,
2017-12-24,51,12,4,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,
2017-10-29,43,10,4,2017,2017,saatva,saatva,manufacturer,disruptor,205948.0
2017-10-29,43,10,4,2017,2017,leesa,leesa,manufacturer,disruptor,129512.0
2017-10-29,43,10,4,2017,2017,loom & leaf,saatva,manufacturer,disruptor,151775.0
2017-10-29,43,10,4,2017,2017,Nest Bedding,Nest Bedding,manufacturer,disruptor,31836.0
2017-10-29,43,10,4,2017,2017,Helix,Helix,manufacturer,disruptor,39157.0
2018-01-14,2,1,1,2018,2018,cocoon,tsi,manufacturer,disruptor,10179.0
2017-10-29,43,10,4,2017,2017,Avocado Mattress,Avocado Mattress,manufacturer,disruptor,31507.0
2017-10-29,43,10,4,2017,2017,ghost bed,ghost bed,manufacturer,disruptor,63919.0
2017-10-29,43,10,4,2017,2017,Zen Haven,Saatva,manufacturer,disruptor,50269.0
2017-10-29,43,10,4,2017,2017,cocoon,tsi,manufacturer,disruptor,12304.0
2017-10-29,43,10,4,2017,2017,Wink Beds,Wink Beds,manufacturer,disruptor,1825.0
2017-10-29,43,10,4,2017,2017,Bed In a Box,Bed In a Box,manufacturer,disruptor,21668.0
2017-12-31,52,12,4,2017,2017,Sapira Sleep,Leesa,manufacturer,disruptor,
2017-10-29,43,10,4,2017,2017,Nolah,Nolah,manufacturer,disruptor,5998.0
2017-12-31,52,12,4,2017,2017,eight bed,eight bed,manufacturer,disruptor,
2017-12-31,52,12,4,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,
2017-12-31,52,12,4,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,
2017-10-29,43,10,4,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,1635.0
2017-10-29,43,10,4,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,1635.0
2017-11-05,44,11,4,2017,2017,purple,purple,manufacturer,disruptor,602119.0
2017-11-05,44,11,4,2017,2017,casper,casper,manufacturer,disruptor,314612.0
2017-11-05,44,11,4,2017,2017,Nectar,Nectar,manufacturer,disruptor,163191.0
2017-11-05,44,11,4,2017,2017,tuft & needle,tuft & needle,manufacturer,disruptor,187985.0
2017-11-05,44,11,4,2017,2017,saatva,saatva,manufacturer,disruptor,195950.0
2018-01-21,3,1,1,2018,2018,cocoon,tsi,manufacturer,disruptor,14432.0
2017-11-05,44,11,4,2017,2017,leesa,leesa,manufacturer,disruptor,122869.0
2017-11-05,44,11,4,2017,2017,loom & leaf,saatva,manufacturer,disruptor,103532.0
2017-11-05,44,11,4,2017,2017,Nest Bedding,Nest Bedding,manufacturer,disruptor,29805.0
2017-11-05,44,11,4,2017,2017,Helix,Helix,manufacturer,disruptor,29278.0
2017-11-05,44,11,4,2017,2017,Avocado Mattress,Avocado Mattress,manufacturer,disruptor,16365.0
2018-01-07,1,1,1,2018,2018,Sapira Sleep,Leesa,manufacturer,disruptor,
2017-11-05,44,11,4,2017,2017,ghost bed,ghost bed,manufacturer,disruptor,57222.0
2018-01-07,1,1,1,2018,2018,eight bed,eight bed,manufacturer,disruptor,
2018-01-07,1,1,1,2018,2018,Sleep Eve,Sleep Eve,manufacturer,disruptor,
2018-01-07,1,1,1,2018,2018,Eve Mattress,Sleep Eve,manufacturer,disruptor,
2017-11-05,44,11,4,2017,2017,Zen Haven,Saatva,manufacturer,disruptor,32232.0
2017-11-05,44,11,4,2017,2017,cocoon,tsi,manufacturer,disruptor,12692.0
2017-11-05,44,11,4,2017,2017,Wink Beds,Wink Beds,manufacturer,disruptor,1059.0
2017-11-05,44,11,4,2017,2017,Bed In a Box,Bed In a Box,manufacturer,disruptor,17373.0
2017-11-05,44,11,4,2017,2017,Nolah,Nolah,manufacturer,disruptor,7005.0
2018-01-28,4,1,1,2018,2018,cocoon,tsi,manufacturer,disruptor,16529.0
2017-11-12,45,11,4,2017,2017,purple,purple,manufacturer,disruptor,367915.0
2017-11-12,45,11,4,2017,2017,casper,casper,manufacturer,disruptor,341312.0
2017-11-12,45,11,4,2017,2017,Nectar,Nectar,manufacturer,disruptor,167750.0
2017-11-12,45,11,4,2017,2017,tuft & needle,tuft & needle,manufacturer,disruptor,133113.0
2017-11-12,45,11,4,2017,2017,saatva,saatva,manufacturer,disruptor,236137.0
2017-11-12,45,11,4,2017,2017,leesa,leesa,manufacturer,disruptor,135238.0
2017-11-12,45,11,4,2017,2017,loom & leaf,saatva,manufacturer,disruptor,126554.0
2017-11-12,45,11,4,2017,2017,Nest Bedding,Nest Bedding,manufacturer,disruptor,30436.0
2018-01-14,2,1,1,2018,2018,Sapira Sleep,Leesa,manufacturer,disruptor,
2018-01-14,2,1,1,2018,2018,eight bed,eight bed,manufacturer,disruptor,
2018-01-14,2,1,1,2018,2018,Sleep Eve,Sleep Eve,manufacturer,disruptor,
2018-01-14,2,1,1,2018,2018,Eve Mattress,Sleep Eve,manufacturer,disruptor,
2017-11-12,45,11,4,2017,2017,Helix,Helix,manufacturer,disruptor,40033.0
2017-11-12,45,11,4,2017,2017,Avocado Mattress,Avocado Mattress,manufacturer,disruptor,15502.0
2018-02-04,5,2,1,2018,2018,cocoon,tsi,manufacturer,disruptor,15762.0
2017-04-16,15,4,2,2017,2017,Nectar,Nectar,manufacturer,disruptor,54225.0
2017-04-16,15,4,2,2017,2017,tuft & needle,tuft & needle,manufacturer,disruptor,152135.0
2017-04-16,15,4,2,2017,2017,leesa,leesa,manufacturer,disruptor,81970.0
2017-04-16,15,4,2,2017,2017,loom & leaf,saatva,manufacturer,disruptor,46525.0
2017-04-16,15,4,2,2017,2017,Nest Bedding,Nest Bedding,manufacturer,disruptor,13043.0
2017-04-16,15,4,2,2017,2017,Helix,Helix,manufacturer,disruptor,20038.0
2017-04-16,15,4,2,2017,2017,Avocado Mattress,Avocado Mattress,manufacturer,disruptor,2205.0
2017-04-16,15,4,2,2017,2017,Zen Haven,Saatva,manufacturer,disruptor,19456.0
2017-04-16,15,4,2,2017,2017,ghost bed,ghost bed,manufacturer,disruptor,220321.0
2017-04-16,15,4,2,2017,2017,Bed In a Box,Bed In a Box,manufacturer,disruptor,22058.0
2018-01-21,3,1,1,2018,2018,Sapira Sleep,Leesa,manufacturer,disruptor,
2018-01-21,3,1,1,2018,2018,eight bed,eight bed,manufacturer,disruptor,
2018-01-21,3,1,1,2018,2018,Sleep Eve,Sleep Eve,manufacturer,disruptor,
2018-01-21,3,1,1,2018,2018,Eve Mattress,Sleep Eve,manufacturer,disruptor,
2017-11-12,45,11,4,2017,2017,ghost bed,ghost bed,manufacturer,disruptor,69194.0
2017-11-12,45,11,4,2017,2017,Zen Haven,Saatva,manufacturer,disruptor,29210.0
2017-11-12,45,11,4,2017,2017,cocoon,tsi,manufacturer,disruptor,13764.0
2018-02-11,6,2,1,2018,2018,cocoon,tsi,manufacturer,disruptor,12506.0
2017-11-12,45,11,4,2017,2017,Wink Beds,Wink Beds,manufacturer,disruptor,2711.0
2017-11-12,45,11,4,2017,2017,Bed In a Box,Bed In a Box,manufacturer,disruptor,18251.0
2017-11-12,45,11,4,2017,2017,Nolah,Nolah,manufacturer,disruptor,6135.0
2017-11-12,45,11,4,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,2233.0
2017-11-12,45,11,4,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,2233.0
2017-11-19,46,11,4,2017,2017,purple,purple,manufacturer,disruptor,38256.0
2017-11-19,46,11,4,2017,2017,casper,casper,manufacturer,disruptor,298692.0
2017-11-19,46,11,4,2017,2017,Nectar,Nectar,manufacturer,disruptor,152263.0
2017-11-19,46,11,4,2017,2017,tuft & needle,tuft & needle,manufacturer,disruptor,117601.0
2017-11-19,46,11,4,2017,2017,saatva,saatva,manufacturer,disruptor,232641.0
2017-11-19,46,11,4,2017,2017,leesa,leesa,manufacturer,disruptor,137389.0
2017-11-19,46,11,4,2017,2017,loom & leaf,saatva,manufacturer,disruptor,124151.0
2017-11-19,46,11,4,2017,2017,Nest Bedding,Nest Bedding,manufacturer,disruptor,24199.0
2017-11-19,46,11,4,2017,2017,Helix,Helix,manufacturer,disruptor,31074.0
2017-11-19,46,11,4,2017,2017,Avocado Mattress,Avocado Mattress,manufacturer,disruptor,16979.0
2018-02-18,7,2,1,2018,2018,cocoon,tsi,manufacturer,disruptor,24734.0
2017-11-19,46,11,4,2017,2017,ghost bed,ghost bed,manufacturer,disruptor,87202.0
2017-11-19,46,11,4,2017,2017,Zen Haven,Saatva,manufacturer,disruptor,27599.0
2017-11-19,46,11,4,2017,2017,cocoon,tsi,manufacturer,disruptor,11619.0
2017-11-19,46,11,4,2017,2017,Wink Beds,Wink Beds,manufacturer,disruptor,2163.0
2017-11-19,46,11,4,2017,2017,Bed In a Box,Bed In a Box,manufacturer,disruptor,21112.0
2017-11-19,46,11,4,2017,2017,Nolah,Nolah,manufacturer,disruptor,8345.0
2017-11-19,46,11,4,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,5286.0
2017-11-19,46,11,4,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,5286.0
2017-11-26,47,11,4,2017,2017,purple,purple,manufacturer,disruptor,29581.0
2017-11-26,47,11,4,2017,2017,casper,casper,manufacturer,disruptor,373129.0
2017-11-26,47,11,4,2017,2017,Nectar,Nectar,manufacturer,disruptor,182668.0
2017-11-26,47,11,4,2017,2017,tuft & needle,tuft & needle,manufacturer,disruptor,232119.0
2017-11-26,47,11,4,2017,2017,saatva,saatva,manufacturer,disruptor,182124.0
2017-11-26,47,11,4,2017,2017,leesa,leesa,manufacturer,disruptor,246208.0
2017-11-26,47,11,4,2017,2017,loom & leaf,saatva,manufacturer,disruptor,102140.0
2017-11-26,47,11,4,2017,2017,Nest Bedding,Nest Bedding,manufacturer,disruptor,34740.0
2018-02-25,8,2,1,2018,2018,cocoon,tsi,manufacturer,disruptor,27639.0
2017-11-26,47,11,4,2017,2017,Helix,Helix,manufacturer,disruptor,41491.0
2017-11-26,47,11,4,2017,2017,Avocado Mattress,Avocado Mattress,manufacturer,disruptor,17388.0
2017-11-26,47,11,4,2017,2017,ghost bed,ghost bed,manufacturer,disruptor,135646.0
2017-11-26,47,11,4,2017,2017,Zen Haven,Saatva,manufacturer,disruptor,28623.0
2018-01-21,3,1,1,2018,2018,Dream Bed,mfrm,manufacturer,disruptor,
2017-11-26,47,11,4,2017,2017,cocoon,tsi,manufacturer,disruptor,19568.0
2017-11-26,47,11,4,2017,2017,Wink Beds,Wink Beds,manufacturer,disruptor,4470.0
2017-11-26,47,11,4,2017,2017,Bed In a Box,Bed In a Box,manufacturer,disruptor,26741.0
2017-11-26,47,11,4,2017,2017,Nolah,Nolah,manufacturer,disruptor,7827.0
2017-11-26,47,11,4,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,2355.0
2017-11-26,47,11,4,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,2355.0
2017-12-03,48,12,4,2017,2017,purple,purple,manufacturer,disruptor,20127.0
2017-12-03,48,12,4,2017,2017,casper,casper,manufacturer,disruptor,370952.0
2017-12-03,48,12,4,2017,2017,Nectar,Nectar,manufacturer,disruptor,145576.0
2017-12-03,48,12,4,2017,2017,tuft & needle,tuft & needle,manufacturer,disruptor,220124.0
2017-12-03,48,12,4,2017,2017,saatva,saatva,manufacturer,disruptor,165597.0
2017-12-03,48,12,4,2017,2017,leesa,leesa,manufacturer,disruptor,175559.0
2017-12-03,48,12,4,2017,2017,loom & leaf,saatva,manufacturer,disruptor,76894.0
2017-12-03,48,12,4,2017,2017,Nest Bedding,Nest Bedding,manufacturer,disruptor,35679.0
2017-12-03,48,12,4,2017,2017,Helix,Helix,manufacturer,disruptor,40074.0
2017-12-03,48,12,4,2017,2017,Avocado Mattress,Avocado Mattress,manufacturer,disruptor,12575.0
2017-12-03,48,12,4,2017,2017,ghost bed,ghost bed,manufacturer,disruptor,127231.0
2017-12-03,48,12,4,2017,2017,Zen Haven,Saatva,manufacturer,disruptor,25127.0
2017-12-03,48,12,4,2017,2017,cocoon,tsi,manufacturer,disruptor,14445.0
2017-12-03,48,12,4,2017,2017,Wink Beds,Wink Beds,manufacturer,disruptor,3669.0
2017-12-03,48,12,4,2017,2017,Bed In a Box,Bed In a Box,manufacturer,disruptor,16338.0
2017-12-03,48,12,4,2017,2017,Nolah,Nolah,manufacturer,disruptor,4814.0
2017-12-03,48,12,4,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,1832.0
2017-12-03,48,12,4,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,1832.0
2017-12-10,49,12,4,2017,2017,purple,purple,manufacturer,disruptor,271990.0
2017-12-10,49,12,4,2017,2017,casper,casper,manufacturer,disruptor,250454.0
2017-12-10,49,12,4,2017,2017,Nectar,Nectar,manufacturer,disruptor,148846.0
2017-12-10,49,12,4,2017,2017,tuft & needle,tuft & needle,manufacturer,disruptor,114079.0
2017-12-10,49,12,4,2017,2017,saatva,saatva,manufacturer,disruptor,154706.0
2017-12-10,49,12,4,2017,2017,leesa,leesa,manufacturer,disruptor,84798.0
2017-12-10,49,12,4,2017,2017,loom & leaf,saatva,manufacturer,disruptor,60880.0
2017-12-10,49,12,4,2017,2017,Nest Bedding,Nest Bedding,manufacturer,disruptor,33143.0
2017-12-10,49,12,4,2017,2017,Helix,Helix,manufacturer,disruptor,30246.0
2017-12-10,49,12,4,2017,2017,Avocado Mattress,Avocado Mattress,manufacturer,disruptor,15051.0
2017-12-10,49,12,4,2017,2017,ghost bed,ghost bed,manufacturer,disruptor,81106.0
2017-12-10,49,12,4,2017,2017,Zen Haven,Saatva,manufacturer,disruptor,22764.0
2017-12-10,49,12,4,2017,2017,cocoon,tsi,manufacturer,disruptor,16075.0
2017-12-10,49,12,4,2017,2017,Wink Beds,Wink Beds,manufacturer,disruptor,2928.0
2017-12-10,49,12,4,2017,2017,Bed In a Box,Bed In a Box,manufacturer,disruptor,15926.0
2017-12-10,49,12,4,2017,2017,Nolah,Nolah,manufacturer,disruptor,5561.0
2017-12-10,49,12,4,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,1816.0
2017-12-10,49,12,4,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,1816.0
2017-12-17,50,12,4,2017,2017,purple,purple,manufacturer,disruptor,297125.0
2017-12-17,50,12,4,2017,2017,casper,casper,manufacturer,disruptor,267354.0
2017-12-17,50,12,4,2017,2017,Nectar,Nectar,manufacturer,disruptor,166512.0
2017-12-17,50,12,4,2017,2017,tuft & needle,tuft & needle,manufacturer,disruptor,96407.0
2017-12-17,50,12,4,2017,2017,saatva,saatva,manufacturer,disruptor,143481.0
2017-12-17,50,12,4,2017,2017,leesa,leesa,manufacturer,disruptor,78701.0
2017-12-17,50,12,4,2017,2017,loom & leaf,saatva,manufacturer,disruptor,59016.0
2017-12-17,50,12,4,2017,2017,Nest Bedding,Nest Bedding,manufacturer,disruptor,25309.0
2017-12-17,50,12,4,2017,2017,Helix,Helix,manufacturer,disruptor,29819.0
2017-12-17,50,12,4,2017,2017,Avocado Mattress,Avocado Mattress,manufacturer,disruptor,7879.0
2017-12-17,50,12,4,2017,2017,ghost bed,ghost bed,manufacturer,disruptor,66875.0
2017-12-17,50,12,4,2017,2017,Zen Haven,Saatva,manufacturer,disruptor,18787.0
2017-12-17,50,12,4,2017,2017,cocoon,tsi,manufacturer,disruptor,9414.0
2017-12-17,50,12,4,2017,2017,Wink Beds,Wink Beds,manufacturer,disruptor,4758.0
2017-12-17,50,12,4,2017,2017,Bed In a Box,Bed In a Box,manufacturer,disruptor,16376.0
2017-12-17,50,12,4,2017,2017,Nolah,Nolah,manufacturer,disruptor,3125.0
2017-12-17,50,12,4,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,1487.0
2017-12-17,50,12,4,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,1487.0
2017-12-24,51,12,4,2017,2017,purple,purple,manufacturer,disruptor,314891.0
2017-12-24,51,12,4,2017,2017,casper,casper,manufacturer,disruptor,237678.0
2017-12-24,51,12,4,2017,2017,Nectar,Nectar,manufacturer,disruptor,168873.0
2017-12-24,51,12,4,2017,2017,tuft & needle,tuft & needle,manufacturer,disruptor,97083.0
2017-12-24,51,12,4,2017,2017,saatva,saatva,manufacturer,disruptor,102497.0
2017-12-24,51,12,4,2017,2017,leesa,leesa,manufacturer,disruptor,79193.0
2017-12-24,51,12,4,2017,2017,loom & leaf,saatva,manufacturer,disruptor,51338.0
2017-12-24,51,12,4,2017,2017,Nest Bedding,Nest Bedding,manufacturer,disruptor,34375.0
2017-12-24,51,12,4,2017,2017,Helix,Helix,manufacturer,disruptor,21639.0
2017-12-24,51,12,4,2017,2017,Avocado Mattress,Avocado Mattress,manufacturer,disruptor,10831.0
2017-12-24,51,12,4,2017,2017,ghost bed,ghost bed,manufacturer,disruptor,96325.0
2017-12-24,51,12,4,2017,2017,Zen Haven,Saatva,manufacturer,disruptor,16946.0
2017-12-24,51,12,4,2017,2017,cocoon,tsi,manufacturer,disruptor,9539.0
2017-12-24,51,12,4,2017,2017,Wink Beds,Wink Beds,manufacturer,disruptor,4772.0
2017-12-24,51,12,4,2017,2017,Bed In a Box,Bed In a Box,manufacturer,disruptor,17198.0
2017-12-24,51,12,4,2017,2017,Nolah,Nolah,manufacturer,disruptor,5901.0
2017-12-24,51,12,4,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,923.0
2017-12-24,51,12,4,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,923.0
2017-12-31,52,12,4,2017,2017,purple,purple,manufacturer,disruptor,315428.0
2017-12-31,52,12,4,2017,2017,casper,casper,manufacturer,disruptor,381686.0
2017-12-31,52,12,4,2017,2017,Nectar,Nectar,manufacturer,disruptor,170641.0
2017-12-31,52,12,4,2017,2017,tuft & needle,tuft & needle,manufacturer,disruptor,131110.0
2017-12-31,52,12,4,2017,2017,saatva,saatva,manufacturer,disruptor,142449.0
2017-12-31,52,12,4,2017,2017,leesa,leesa,manufacturer,disruptor,141796.0
2017-12-31,52,12,4,2017,2017,loom & leaf,saatva,manufacturer,disruptor,59401.0
2017-12-31,52,12,4,2017,2017,Nest Bedding,Nest Bedding,manufacturer,disruptor,44430.0
2017-12-31,52,12,4,2017,2017,Helix,Helix,manufacturer,disruptor,37874.0
2017-12-31,52,12,4,2017,2017,Avocado Mattress,Avocado Mattress,manufacturer,disruptor,16105.0
2017-12-31,52,12,4,2017,2017,ghost bed,ghost bed,manufacturer,disruptor,81269.0
2017-12-31,52,12,4,2017,2017,Zen Haven,Saatva,manufacturer,disruptor,29192.0
2017-12-31,52,12,4,2017,2017,cocoon,tsi,manufacturer,disruptor,18089.0
2017-12-31,52,12,4,2017,2017,Wink Beds,Wink Beds,manufacturer,disruptor,6778.0
2017-12-31,52,12,4,2017,2017,Bed In a Box,Bed In a Box,manufacturer,disruptor,21999.0
2017-12-31,52,12,4,2017,2017,Nolah,Nolah,manufacturer,disruptor,11946.0
2017-12-31,52,12,4,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,2577.0
2017-12-31,52,12,4,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,2577.0
2018-01-07,1,1,1,2018,2018,purple,purple,manufacturer,disruptor,275882.0
2018-01-07,1,1,1,2018,2018,casper,casper,manufacturer,disruptor,352452.0
2018-01-07,1,1,1,2018,2018,Nectar,Nectar,manufacturer,disruptor,170417.0
2018-01-07,1,1,1,2018,2018,tuft & needle,tuft & needle,manufacturer,disruptor,144936.0
2018-01-07,1,1,1,2018,2018,saatva,saatva,manufacturer,disruptor,181490.0
2018-01-07,1,1,1,2018,2018,leesa,leesa,manufacturer,disruptor,121173.0
2018-01-07,1,1,1,2018,2018,loom & leaf,saatva,manufacturer,disruptor,69562.0
2018-01-07,1,1,1,2018,2018,Nest Bedding,Nest Bedding,manufacturer,disruptor,33485.0
2018-01-07,1,1,1,2018,2018,Helix,Helix,manufacturer,disruptor,36481.0
2018-01-07,1,1,1,2018,2018,Avocado Mattress,Avocado Mattress,manufacturer,disruptor,16168.0
2018-01-07,1,1,1,2018,2018,ghost bed,ghost bed,manufacturer,disruptor,67128.0
2018-01-07,1,1,1,2018,2018,Zen Haven,Saatva,manufacturer,disruptor,26099.0
2018-01-07,1,1,1,2018,2018,cocoon,tsi,manufacturer,disruptor,14943.0
2018-01-07,1,1,1,2018,2018,Wink Beds,Wink Beds,manufacturer,disruptor,5893.0
2018-01-07,1,1,1,2018,2018,Bed In a Box,Bed In a Box,manufacturer,disruptor,20122.0
2018-01-07,1,1,1,2018,2018,Nolah,Nolah,manufacturer,disruptor,5202.0
2018-01-07,1,1,1,2018,2018,Sleep Eve,Sleep Eve,manufacturer,disruptor,4654.0
2018-01-07,1,1,1,2018,2018,Eve Mattress,Sleep Eve,manufacturer,disruptor,4654.0
2018-01-14,2,1,1,2018,2018,purple,purple,manufacturer,disruptor,348710.0
2018-01-14,2,1,1,2018,2018,casper,casper,manufacturer,disruptor,285193.0
2018-01-14,2,1,1,2018,2018,Nectar,Nectar,manufacturer,disruptor,171213.0
2018-01-14,2,1,1,2018,2018,tuft & needle,tuft & needle,manufacturer,disruptor,138962.0
2018-01-14,2,1,1,2018,2018,saatva,saatva,manufacturer,disruptor,203615.0
2018-01-14,2,1,1,2018,2018,leesa,leesa,manufacturer,disruptor,124149.0
2018-01-14,2,1,1,2018,2018,loom & leaf,saatva,manufacturer,disruptor,95034.0
2018-01-14,2,1,1,2018,2018,Nest Bedding,Nest Bedding,manufacturer,disruptor,30649.0
2018-01-14,2,1,1,2018,2018,Helix,Helix,manufacturer,disruptor,26516.0
2017-04-16,15,4,2,2017,2017,cocoon,tsi,manufacturer,disruptor,17503.0
2017-04-16,15,4,2,2017,2017,Wink Beds,Wink Beds,manufacturer,disruptor,2259.0
2017-04-16,15,4,2,2017,2017,Nolah,Nolah,manufacturer,disruptor,1180.0
2017-04-16,15,4,2,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,1276.0
2017-04-16,15,4,2,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,1276.0
2017-04-23,16,4,2,2017,2017,purple,purple,manufacturer,disruptor,314581.0
2017-04-23,16,4,2,2017,2017,Nectar,Nectar,manufacturer,disruptor,53182.0
2017-04-23,16,4,2,2017,2017,saatva,saatva,manufacturer,disruptor,151289.0
2017-04-23,16,4,2,2017,2017,tuft & needle,tuft & needle,manufacturer,disruptor,154306.0
2017-04-23,16,4,2,2017,2017,leesa,leesa,manufacturer,disruptor,87972.0
2017-04-23,16,4,2,2017,2017,loom & leaf,saatva,manufacturer,disruptor,57605.0
2017-07-16,28,7,3,2017,2017,Nest Bedding,Nest Bedding,manufacturer,disruptor,31809.0
2017-07-16,28,7,3,2017,2017,Helix,Helix,manufacturer,disruptor,57872.0
2017-07-16,28,7,3,2017,2017,Avocado Mattress,Avocado Mattress,manufacturer,disruptor,19853.0
2017-07-16,28,7,3,2017,2017,ghost bed,ghost bed,manufacturer,disruptor,85445.0
2017-07-16,28,7,3,2017,2017,Zen Haven,Saatva,manufacturer,disruptor,23895.0
2017-07-16,28,7,3,2017,2017,cocoon,tsi,manufacturer,disruptor,22378.0
2017-07-16,28,7,3,2017,2017,Wink Beds,Wink Beds,manufacturer,disruptor,3635.0
2017-07-16,28,7,3,2017,2017,Bed In a Box,Bed In a Box,manufacturer,disruptor,18927.0
2017-07-16,28,7,3,2017,2017,Nolah,Nolah,manufacturer,disruptor,3987.0
2017-07-16,28,7,3,2017,2017,Sleep Eve,Sleep Eve,manufacturer,disruptor,2460.0
2017-07-16,28,7,3,2017,2017,Eve Mattress,Sleep Eve,manufacturer,disruptor,2460.0
2017-07-23,29,7,3,2017,2017,purple,purple,manufacturer,disruptor,343211.0
2017-07-23,29,7,3,2017,2017,casper,casper,manufacturer,disruptor,324642.0
2017-07-23,29,7,3,2017,2017,Nectar,Nectar,manufacturer,disruptor,124380.0
2017-07-23,29,7,3,2017,2017,tuft & needle,tuft & needle,manufacturer,disruptor,149944.0
2017-07-23,29,7,3,2017,2017,saatva,saatva,manufacturer,disruptor,160078.0
2017-07-23,29,7,3,2017,2017,leesa,leesa,manufacturer,disruptor,108581.0
2017-07-23,29,7,3,2017,2017,loom & leaf,saatva,manufacturer,disruptor,83382.0
